case,dx,k,ztenu,ztenv,pvom,pvol,puen,pven,ptte
10,15000.0,8,00000000,00000000,00000000,00000000,41D85ED0,00000000,35D0BE8B
10,15000.0,9,00000000,00000000,00000000,00000000,41CDDD0E,00000000,35EC4998
10,15000.0,10,00000000,00000000,00000000,00000000,41C42BEB,00000000,3602D8DF
10,15000.0,11,00000000,00000000,00000000,00000000,41BB2CD4,00000000,360EA393
10,15000.0,12,00000000,00000000,00000000,00000000,41B2C7C4,00000000,3619A464
10,15000.0,13,00000000,00000000,00000000,00000000,41AAE97E,00000000,3623F48C
10,15000.0,14,00000000,00000000,00000000,00000000,41A38257,00000000,362DA88F
10,15000.0,15,00000000,00000000,00000000,00000000,419C8566,00000000,3636D15B
10,15000.0,16,00000000,00000000,00000000,00000000,4195E7DC,00000000,363F7D1C
10,15000.0,17,00000000,00000000,00000000,00000000,418FA0A4,00000000,3647B7BA
10,15000.0,18,00000000,00000000,00000000,00000000,4189A7FD,00000000,364F8B5C
10,15000.0,19,00000000,00000000,00000000,00000000,4183F742,00000000,365700BB
10,15000.0,20,00000000,00000000,00000000,00000000,417D1165,00000000,365E1F5D
10,15000.0,21,00000000,00000000,00000000,00000000,4172AEA7,00000000,3664EDCB
10,15000.0,22,00000000,00000000,00000000,00000000,4168BD95,00000000,366B71BC
10,15000.0,23,00000000,00000000,00000000,00000000,415F368B,00000000,3671B02F
10,15000.0,24,00000000,00000000,00000000,00000000,415612CD,00000000,3677AD8E
10,15000.0,25,00000000,00000000,00000000,00000000,414D4C86,00000000,367D6DAD
10,15000.0,26,00000000,00000000,00000000,00000000,4144DEA7,00000000,368179EE
10,15000.0,27,00000000,00000000,00000000,00000000,413CC48E,00000000,36842192
10,15000.0,28,00000000,00000000,00000000,00000000,4134FA25,00000000,3686AF19
10,15000.0,29,00000000,00000000,00000000,00000000,412D7BC4,00000000,368923B6
10,15000.0,30,00000000,00000000,00000000,00000000,41264640,00000000,368B8073
10,15000.0,31,00000000,00000000,00000000,00000000,411F7758,00000000,368DBB91
10,15000.0,32,00000000,00000000,00000000,00000000,4118EAB0,00000000,368FE0F9
10,15000.0,33,00000000,00000000,00000000,00000000,41129E32,00000000,3691F15A
10,15000.0,34,00000000,00000000,00000000,00000000,410C9020,00000000,3693ED48
10,15000.0,35,00000000,00000000,00000000,00000000,4106BF09,00000000,3695D53A
10,15000.0,36,00000000,00000000,00000000,00000000,410129CA,00000000,3697A990
10,15000.0,37,00000000,00000000,00000000,00000000,40F79F34,00000000,36996A8B
10,15000.0,38,00000000,00000000,00000000,00000000,40ED6005,00000000,369B1854
10,15000.0,39,00000000,00000000,00000000,00000000,40E395E8,00000000,369CB2ED
10,15000.0,40,00000000,00000000,00000000,00000000,40DA41C7,00000000,369E3A33
10,15000.0,41,00000000,00000000,00000000,00000000,40D1657C,00000000,369FADD6
10,15000.0,42,00000000,00000000,00000000,00000000,40C90408,00000000,36A10D59
10,15000.0,43,00000000,00000000,00000000,00000000,40C1220D,00000000,36A257F9
10,15000.0,44,00000000,00000000,00000000,00000000,40B9C682,00000000,36A38C93
10,15000.0,45,00000000,00000000,00000000,00000000,40B2FBC8,00000000,36A4A972
10,15000.0,46,00000000,00000000,00000000,00000000,40ACD1E7,00000000,36A5ABF7
10,15000.0,47,00000000,00000000,00000000,00000000,40A76362,00000000,36A68FCA
10,15000.0,48,00000000,00000000,00000000,00000000,40A2E39C,00000000,36A74C7F
10,15000.0,49,00000000,00000000,00000000,00000000,40A00000,00000000,36A7C5AC
11,15000.0,1,00000000,00000000,00000000,00000000,422B6F9B,00000000,00000000
11,15000.0,2,00000000,00000000,00000000,00000000,421CFD14,00000000,00000000
11,15000.0,3,00000000,00000000,00000000,00000000,4211D2F6,00000000,34B687A9
11,15000.0,4,00000000,00000000,00000000,00000000,42087592,00000000,35F206EC
11,15000.0,5,00000000,00000000,00000000,00000000,42005D86,00000000,364DE26D
11,15000.0,6,00000000,00000000,00000000,00000000,41F271B8,00000000,368C64B0
11,15000.0,7,00000000,00000000,00000000,00000000,41E5A3CC,00000000,36ADF58E
11,15000.0,8,00000000,00000000,00000000,00000000,41DA06FB,00000000,36CC669D
11,15000.0,9,00000000,00000000,00000000,00000000,41CF6585,00000000,36E844C5
11,15000.0,10,00000000,00000000,00000000,00000000,41C59738,00000000,3700FCB0
11,15000.0,11,00000000,00000000,00000000,00000000,41BC7D26,00000000,370CEAC0
11,15000.0,12,00000000,00000000,00000000,00000000,41B3FF06,00000000,37180C6D
11,15000.0,13,00000000,00000000,00000000,00000000,41AC095F,00000000,37227B38
11,15000.0,14,00000000,00000000,00000000,00000000,41A48C5B,00000000,372C4BE3
11,15000.0,15,00000000,00000000,00000000,00000000,419D7AEA,00000000,37358F8E
11,15000.0,16,00000000,00000000,00000000,00000000,4196CA20,00000000,373E548A
11,15000.0,17,00000000,00000000,00000000,00000000,419070CC,00000000,3746A6E4
11,15000.0,18,00000000,00000000,00000000,00000000,418A6717,00000000,374E90E2
11,15000.0,19,00000000,00000000,00000000,00000000,4184A648,00000000,37561B52
11,15000.0,20,00000000,00000000,00000000,00000000,417E5121,00000000,375D4DD3
11,15000.0,21,00000000,00000000,00000000,00000000,4173D1C9,00000000,37642F00
11,15000.0,22,00000000,00000000,00000000,00000000,4169C5BA,00000000,376AC4A1
11,15000.0,23,00000000,00000000,00000000,00000000,4160253B,00000000,377113C2
11,15000.0,24,00000000,00000000,00000000,00000000,4156E97B,00000000,377720DC
11,15000.0,25,00000000,00000000,00000000,00000000,414E0C88,00000000,377CEFD7
11,15000.0,26,00000000,00000000,00000000,00000000,41458938,00000000,37814209
11,15000.0,27,00000000,00000000,00000000,00000000,413D5ADC,00000000,3783F051
11,15000.0,28,00000000,00000000,00000000,00000000,41357D4A,00000000,37868420
11,15000.0,29,00000000,00000000,00000000,00000000,412DECD2,00000000,3788FEAA
11,15000.0,30,00000000,00000000,00000000,00000000,4126A638,00000000,378B6101
11,15000.0,31,00000000,00000000,00000000,00000000,411FA69E,00000000,378DAC13
11,15000.0,32,00000000,00000000,00000000,00000000,4118EB88,00000000,378FE0B2
11,15000.0,33,00000000,00000000,00000000,00000000,411272D0,00000000,3791FF92
11,15000.0,34,00000000,00000000,00000000,00000000,410C3AA6,00000000,3794094A
11,15000.0,35,00000000,00000000,00000000,00000000,4106418D,00000000,3795FE58
11,15000.0,36,00000000,00000000,B7B2C01E,00000000,41008654,00000000,B92C6291
11,15000.0,37,00000000,00000000,B7B8F070,00000000,40F67BFC,00000000,39AEAA0B
11,15000.0,38,00000000,00000000,368B28A6,00000000,40EC5EB7,00000000,3880E2F8
11,15000.0,39,00000000,00000000,368CDF23,00000000,40E2B4BA,00000000,38771444
11,15000.0,40,00000000,00000000,368723B1,00000000,40D97F3F,00000000,386D9A92
11,15000.0,41,00000000,00000000,367E4853,00000000,40D0C030,00000000,386461F0
11,15000.0,42,00000000,00000000,3670189D,00000000,40C87A81,00000000,385AE316
11,15000.0,43,00000000,00000000,366403C0,00000000,40C0B2BE,00000000,3851258B
11,15000.0,44,00000000,00000000,365A7E61,00000000,40B96FC3,00000000,38477272
11,15000.0,45,00000000,00000000,36546909,00000000,40B2BBCA,00000000,383DEB33
11,15000.0,46,00000000,00000000,36AAF5E7,00000000,40ACA69F,00000000,383F5DC0
11,15000.0,47,00000000,00000000,373F58CF,00000000,40A74A69,00000000,37DA4313
11,15000.0,48,00000000,00000000,373F58D1,00000000,40A2D9D6,00000000,37DAFD4B
11,15000.0,49,00000000,00000000,373F58D1,00000000,40A00000,00000000,37DB74DE
12,15000.0,1,00000000,00000000,00000000,00000000,422A1F5C,00000000,00000000
12,15000.0,2,00000000,00000000,00000000,00000000,421BE1C9,00000000,00000000
12,15000.0,3,00000000,00000000,00000000,00000000,4210D55C,00000000,3504D0E5
12,15000.0,4,00000000,00000000,00000000,00000000,420790DA,00000000,360261BB
12,15000.0,5,00000000,00000000,00000000,00000000,41FF1C9C,00000000,36565F46
12,15000.0,6,00000000,00000000,00000000,00000000,41F0F92F,00000000,36903FC1
12,15000.0,7,00000000,00000000,00000000,00000000,41E44D30,00000000,36B177B2
12,15000.0,8,00000000,00000000,00000000,00000000,41D8CF15,00000000,36CF983F
12,15000.0,9,00000000,00000000,00000000,00000000,41CE49AD,00000000,36EB2CDA
12,15000.0,10,00000000,00000000,00000000,00000000,41C49525,00000000,37024EF2
12,15000.0,11,00000000,00000000,00000000,00000000,41BB92D1,00000000,370E1DE5
12,15000.0,12,00000000,00000000,00000000,00000000,41B32A9F,00000000,371922D2
12,15000.0,13,00000000,00000000,00000000,00000000,41AB4945,00000000,37237701
12,15000.0,14,00000000,00000000,00000000,00000000,41A3DF0E,00000000,372D2F08
12,15000.0,15,00000000,00000000,00000000,00000000,419CDF08,00000000,37365BDF
12,15000.0,16,00000000,00000000,00000000,00000000,41963E5D,00000000,373F0BBC
12,15000.0,17,00000000,00000000,00000000,00000000,418FF3F0,00000000,37474A8C
12,15000.0,18,00000000,00000000,00000000,00000000,4189F7F8,00000000,374F2287
12,15000.0,19,00000000,00000000,00000000,00000000,418443CC,00000000,37569C68
12,15000.0,20,00000000,00000000,00000000,00000000,417DA352,00000000,375DBFBA
12,15000.0,21,00000000,00000000,00000000,00000000,4173391A,00000000,3764930F
12,15000.0,22,00000000,00000000,00000000,00000000,41694035,00000000,376B1C21
12,15000.0,23,00000000,00000000,00000000,00000000,415FB0FA,00000000,37715FF1
12,15000.0,24,00000000,00000000,00000000,00000000,415684AA,00000000,377762EF
12,15000.0,25,00000000,00000000,00000000,00000000,414DB5B4,00000000,377D28BE
12,15000.0,26,00000000,00000000,00000000,00000000,41453FEC,00000000,37815A0E
12,15000.0,27,00000000,00000000,00000000,00000000,413D1EBC,00000000,37840405
12,15000.0,28,00000000,00000000,00000000,00000000,41354E16,00000000,37869398
12,15000.0,29,00000000,00000000,00000000,00000000,412DCA5C,00000000,378909F5
12,15000.0,30,00000000,00000000,00000000,00000000,41269068,00000000,378B6826
12,15000.0,31,00000000,00000000,00000000,00000000,411F9D6A,00000000,378DAF17
12,15000.0,32,00000000,00000000,00000000,00000000,4118EEF4,00000000,378FDF93
12,15000.0,33,00000000,00000000,00000000,00000000,411282EB,00000000,3791FA4A
12,15000.0,34,00000000,00000000,00000000,00000000,410C5786,00000000,3793FFD4
12,15000.0,35,00000000,00000000,00000000,00000000,41066B4C,00000000,3795F0AA
12,15000.0,36,00000000,00000000,00000000,00000000,4100BD0F,00000000,3797CD30
12,15000.0,37,00000000,00000000,00000000,00000000,40F697F2,00000000,379995AD
12,15000.0,38,00000000,00000000,00000000,00000000,40EC2F0B,00000000,379B4A4B
12,15000.0,39,00000000,00000000,00000000,00000000,40E23F2B,00000000,379CEB15
12,15000.0,40,00000000,00000000,00000000,00000000,40D917D8,00000000,379E6B03
12,15000.0,41,00000000,00000000,00000000,00000000,40D066D2,00000000,379FD78F
12,15000.0,42,00000000,00000000,00000000,00000000,40C82EF4,00000000,37A13042
12,15000.0,43,00000000,00000000,00000000,00000000,40C074AE,00000000,37A27461
12,15000.0,44,00000000,00000000,00000000,00000000,40B93EB9,00000000,37A3A2D2
12,15000.0,45,00000000,00000000,00000000,00000000,40B29729,00000000,37A4B9EF
12,15000.0,46,00000000,00000000,00000000,00000000,40AC8D94,00000000,37A5B729
12,15000.0,47,00000000,00000000,00000000,00000000,40A73BD4,00000000,37A69645
12,15000.0,48,00000000,00000000,00000000,00000000,40A2D418,00000000,37A74F09
12,15000.0,49,00000000,00000000,00000000,00000000,40A00000,00000000,37A7C5AC
13,15000.0,1,00000000,00000000,00000000,00000000,4298FD93,41000000,00000000
13,15000.0,2,00000000,00000000,00000000,00000000,428E4225,41000000,00000000
13,15000.0,3,00000000,00000000,00000000,00000000,4285F234,41000000,34E5B9B6
13,15000.0,4,00000000,00000000,00000000,00000000,427DF285,41000000,35FC6501
13,15000.0,5,00000000,00000000,00000000,00000000,4271E511,41000000,3652735D
13,15000.0,6,00000000,00000000,00000000,00000000,426741F9,41000000,368E6796
13,15000.0,7,00000000,00000000,00000000,00000000,425DB950,41000000,36AFBA4E
13,15000.0,8,00000000,00000000,00000000,00000000,425513C3,41000000,36CDF33D
13,15000.0,9,00000000,00000000,00000000,00000000,424D2949,41000000,36E99E4A
13,15000.0,10,00000000,00000000,00000000,00000000,4245DBF1,41000000,3701920D
13,15000.0,11,00000000,00000000,00000000,00000000,423F14A6,41000000,370D6AB3
13,15000.0,12,00000000,00000000,00000000,00000000,4238C14C,41000000,371878B9
13,15000.0,13,00000000,00000000,00000000,00000000,4232D361,41000000,3722D57A
13,15000.0,14,00000000,00000000,00000000,00000000,422D3F14,41000000,372C959E
13,15000.0,15,00000000,00000000,00000000,00000000,4227FAA7,41000000,3735CA28
13,15000.0,16,00000000,00000000,00000000,00000000,4222FDF4,41000000,373E815A
13,15000.0,17,00000000,00000000,00000000,00000000,421E4222,41000000,3746C72B
13,15000.0,18,00000000,00000000,00000000,00000000,4219C153,41000000,374EA5D6
13,15000.0,19,00000000,00000000,00000000,00000000,42157687,41000000,37562621
13,15000.0,20,00000000,00000000,00000000,00000000,42115D67,41000000,375D4F9B
13,15000.0,21,00000000,00000000,00000000,00000000,420D7230,41000000,376428D9
13,15000.0,22,00000000,00000000,00000000,00000000,4209B199,41000000,376AB79A
13,15000.0,23,00000000,00000000,00000000,00000000,420618C2,41000000,377100E4
13,15000.0,24,00000000,00000000,00000000,00000000,4202A520,41000000,37770926
13,15000.0,25,00000000,00000000,00000000,00000000,41FEA927,41000000,377CD418
13,15000.0,26,00000000,00000000,00000000,00000000,41F84B25,41000000,37813235
13,15000.0,27,00000000,00000000,00000000,00000000,41F22CC8,41000000,3783DE90
13,15000.0,28,00000000,00000000,00000000,00000000,41EC4B02,41000000,37867072
13,15000.0,29,00000000,00000000,00000000,00000000,41E6A31A,41000000,3788E90B
13,15000.0,30,00000000,00000000,00000000,00000000,41E132B6,41000000,378B4964
13,15000.0,31,00000000,00000000,00000000,00000000,41DBF7B4,41000000,378D9269
13,15000.0,32,00000000,00000000,00000000,00000000,41D6F043,41000000,378FC4E7
13,15000.0,33,00000000,00000000,00000000,00000000,41D21ACD,41000000,3791E18E
13,15000.0,34,00000000,00000000,00000000,00000000,41CD75FB,41000000,3793E8F6
13,15000.0,35,00000000,00000000,00000000,00000000,41C900B1,41000000,3795DB99
13,15000.0,36,00000000,00000000,00000000,00000000,41C4BA0D,41000000,3797B9DA
13,15000.0,37,00000000,00000000,00000000,00000000,41C0A16E,41000000,37998401
13,15000.0,38,00000000,00000000,00000000,00000000,41BCB670,41000000,379B3A37
13,15000.0,39,00000000,00000000,00000000,00000000,41B8F8FE,41000000,379CDC88
13,15000.0,40,00000000,00000000,00000000,00000000,41B568F1,41000000,379E6B03
13,15000.0,41,00000000,00000000,00000000,00000000,41B2268F,41000000,379FD78F
13,15000.0,42,00000000,00000000,00000000,00000000,41AF119B,41000000,37A13042
13,15000.0,43,00000000,00000000,00000000,00000000,41AC2BC1,41000000,37A27461
13,15000.0,44,00000000,00000000,00000000,00000000,41A97785,41000000,37A3A2D2
13,15000.0,45,00000000,00000000,00000000,00000000,41A6F8AF,41000000,37A4B9EF
13,15000.0,46,00000000,00000000,00000000,00000000,41A4B517,41000000,37A5B729
13,15000.0,47,00000000,00000000,00000000,00000000,41A2B66F,41000000,37A69645
13,15000.0,48,00000000,00000000,00000000,00000000,41A10F89,41000000,37A74F09
13,15000.0,49,00000000,00000000,00000000,00000000,41A00000,41000000,37A7C5AC
14,15000.0,1,00000000,00000000,00000000,00000000,42299A62,00000000,00000000
14,15000.0,2,00000000,00000000,00000000,00000000,421B6E77,00000000,00000000
14,15000.0,3,00000000,00000000,00000000,00000000,42106B00,00000000,35163DC4
14,15000.0,4,00000000,00000000,00000000,00000000,42072E04,00000000,36066E1A
14,15000.0,5,00000000,00000000,00000000,00000000,41FE63F2,00000000,365A2771
14,15000.0,6,00000000,00000000,00000000,00000000,41F04C02,00000000,369205B9
14,15000.0,7,00000000,00000000,00000000,00000000,41E3AA51,00000000,36B322A4
14,15000.0,8,00000000,00000000,00000000,00000000,41D83593,00000000,36D12AA9
14,15000.0,9,00000000,00000000,00000000,00000000,41CDB8BE,00000000,36ECA8C9
14,15000.0,10,00000000,00000000,00000000,00000000,41C40C22,00000000,37030287
14,15000.0,11,00000000,00000000,00000000,00000000,41BB1133,00000000,370EC7CB
14,15000.0,12,00000000,00000000,00000000,00000000,41B2AFF0,00000000,3719C3A0
14,15000.0,13,00000000,00000000,00000000,00000000,41AAD523,00000000,37240F38
14,15000.0,14,00000000,00000000,00000000,00000000,41A37124,00000000,372DBF19
14,15000.0,15,00000000,00000000,00000000,00000000,419C770C,00000000,3736E42B
14,15000.0,16,00000000,00000000,00000000,00000000,4195DC10,00000000,373F8C93
14,15000.0,17,00000000,00000000,00000000,00000000,418F971B,00000000,3747C43A
14,15000.0,18,00000000,00000000,00000000,00000000,4189A06C,00000000,374F9548
14,15000.0,19,00000000,00000000,00000000,00000000,4183F15E,00000000,37570872
14,15000.0,20,00000000,00000000,00000000,00000000,417D0869,00000000,375E2540
14,15000.0,21,00000000,00000000,00000000,00000000,4172A7E5,00000000,3764F23A
14,15000.0,22,00000000,00000000,00000000,00000000,4168B87B,00000000,376B7513
14,15000.0,23,00000000,00000000,00000000,00000000,415F328D,00000000,3771B2CD
14,15000.0,24,00000000,00000000,00000000,00000000,41560F5D,00000000,3777AFCF
14,15000.0,25,00000000,00000000,00000000,00000000,414D496A,00000000,377D6FB6
14,15000.0,26,00000000,00000000,00000000,00000000,4144DC66,00000000,37817AAB
14,15000.0,27,00000000,00000000,00000000,00000000,413CC3BF,00000000,378421D6
14,15000.0,28,00000000,00000000,00000000,00000000,4134FB67,00000000,3786AEAF
14,15000.0,29,00000000,00000000,00000000,00000000,412D7FC3,00000000,37892267
14,15000.0,30,00000000,00000000,00000000,00000000,41264DAE,00000000,378B7E05
14,15000.0,31,00000000,00000000,00000000,00000000,411F6257,00000000,378DC273
14,15000.0,32,00000000,00000000,00000000,00000000,4118BB52,00000000,378FF07E
14,15000.0,33,00000000,00000000,00000000,00000000,41125684,00000000,379208D7
14,15000.0,34,00000000,00000000,00000000,00000000,410C3223,00000000,37940C14
14,15000.0,35,00000000,00000000,00000000,00000000,41064CB7,00000000,3795FAB0
14,15000.0,36,00000000,00000000,00000000,00000000,4100A511,00000000,3797D50D
14,15000.0,37,00000000,00000000,00000000,00000000,40F674B4,00000000,37999B73
14,15000.0,38,00000000,00000000,00000000,00000000,40EC1819,00000000,379B4E0E
14,15000.0,39,00000000,00000000,00000000,00000000,40E23410,00000000,379CECE7
14,15000.0,40,00000000,00000000,00000000,00000000,40D90E14,00000000,379E6C9D
14,15000.0,41,00000000,00000000,00000000,00000000,40D05E62,00000000,379FD8F2
14,15000.0,42,00000000,00000000,00000000,00000000,40C827D2,00000000,37A1316D
14,15000.0,43,00000000,00000000,00000000,00000000,40C06ED2,00000000,37A27557
14,15000.0,44,00000000,00000000,00000000,00000000,40B93A18,00000000,37A3A394
14,15000.0,45,00000000,00000000,00000000,00000000,40B293B4,00000000,37A4BA7F
14,15000.0,46,00000000,00000000,00000000,00000000,40AC8B37,00000000,37A5B78C
14,15000.0,47,00000000,00000000,00000000,00000000,40A73A73,00000000,37A6967E
14,15000.0,48,00000000,00000000,00000000,00000000,40A2D38D,00000000,37A74F20
14,15000.0,49,00000000,00000000,00000000,00000000,40A00000,00000000,37A7C5AC
15,15000.0,1,00000000,00000000,00000000,00000000,4235A49C,00000000,00000000
15,15000.0,2,00000000,00000000,00000000,00000000,4224B5FB,00000000,00000000
15,15000.0,3,00000000,00000000,00000000,00000000,4217BC71,00000000,00000000
15,15000.0,4,00000000,00000000,00000000,00000000,420D1A1F,00000000,00000000
15,15000.0,5,00000000,00000000,00000000,00000000,42040966,00000000,00000000
15,15000.0,6,00000000,00000000,00000000,00000000,41F8429B,00000000,00000000
15,15000.0,7,00000000,00000000,00000000,00000000,41EA3BA6,00000000,00000000
15,15000.0,8,00000000,00000000,00000000,00000000,41DDA0AC,00000000,00000000
15,15000.0,9,00000000,00000000,00000000,00000000,41D22EC9,00000000,00000000
15,15000.0,10,00000000,00000000,00000000,00000000,41C7B466,00000000,00000000
15,15000.0,11,00000000,00000000,00000000,00000000,41BE0B98,00000000,00000000
15,15000.0,12,00000000,00000000,00000000,00000000,41B516D0,00000000,00000000
15,15000.0,13,00000000,00000000,00000000,00000000,41ACBE88,00000000,00000000
15,15000.0,14,00000000,00000000,00000000,00000000,41A4EFB2,00000000,00000000
15,15000.0,15,00000000,00000000,00000000,00000000,419D9AB3,00000000,00000000
15,15000.0,16,00000000,00000000,00000000,00000000,4196B28A,00000000,00000000
15,15000.0,17,00000000,00000000,00000000,00000000,41902C54,00000000,00000000
15,15000.0,18,00000000,00000000,00000000,00000000,4189FED3,00000000,00000000
15,15000.0,19,00000000,00000000,00000000,00000000,41842222,00000000,00000000
15,15000.0,20,00000000,00000000,00000000,00000000,417D1EE3,00000000,00000000
15,15000.0,21,00000000,00000000,00000000,00000000,417281BE,00000000,00000000
15,15000.0,22,00000000,00000000,00000000,00000000,41686293,00000000,00000000
15,15000.0,23,00000000,00000000,00000000,00000000,415EB868,00000000,00000000
15,15000.0,24,00000000,00000000,00000000,00000000,41557B55,00000000,00000000
15,15000.0,25,00000000,00000000,00000000,00000000,414CA458,00000000,00000000
15,15000.0,26,00000000,00000000,00000000,00000000,41442D2C,00000000,00000000
15,15000.0,27,00000000,00000000,00000000,00000000,413C1062,00000000,00000000
15,15000.0,28,00000000,00000000,00000000,00000000,4134492A,00000000,00000000
15,15000.0,29,00000000,00000000,00000000,00000000,412CD334,00000000,00000000
15,15000.0,30,00000000,00000000,00000000,00000000,4125AABE,00000000,00000000
15,15000.0,31,00000000,00000000,00000000,00000000,411ECC6D,00000000,00000000
15,15000.0,32,00000000,00000000,00000000,00000000,41183550,00000000,00000000
15,15000.0,33,00000000,00000000,00000000,00000000,4111E2D7,00000000,00000000
15,15000.0,34,00000000,00000000,00000000,00000000,410BD2D1,00000000,00000000
15,15000.0,35,00000000,00000000,00000000,00000000,41060362,00000000,00000000
15,15000.0,36,00000000,00000000,00000000,00000000,41007304,00000000,00000000
15,15000.0,37,00000000,00000000,00000000,00000000,40F64117,00000000,00000000
15,15000.0,38,00000000,00000000,00000000,00000000,40EC1651,00000000,00000000
15,15000.0,39,00000000,00000000,00000000,00000000,40E264E4,00000000,00000000
15,15000.0,40,00000000,00000000,00000000,00000000,40D92CEF,00000000,00000000
15,15000.0,41,00000000,00000000,00000000,00000000,40D06F8A,00000000,00000000
15,15000.0,42,00000000,00000000,00000000,00000000,40C82F08,00000000,00000000
15,15000.0,43,00000000,00000000,00000000,00000000,40C06F57,00000000,00000000
15,15000.0,44,00000000,00000000,00000000,00000000,40B936AF,00000000,00000000
15,15000.0,45,00000000,00000000,00000000,00000000,40B28EA1,00000000,00000000
15,15000.0,46,00000000,00000000,00000000,00000000,40AC8641,00000000,00000000
15,15000.0,47,00000000,00000000,00000000,00000000,40A736D8,00000000,00000000
15,15000.0,48,00000000,00000000,00000000,00000000,40A2D1ED,00000000,00000000
15,15000.0,49,00000000,00000000,00000000,00000000,40A00000,00000000,00000000
16,15000.0,1,00000000,00000000,00000000,00000000,423FEEE3,00000000,00000000
16,15000.0,2,00000000,00000000,00000000,00000000,422D1DB0,00000000,00000000
16,15000.0,3,00000000,00000000,00000000,00000000,421EBCF6,00000000,00000000
16,15000.0,4,00000000,00000000,00000000,00000000,42131B64,00000000,00000000
16,15000.0,5,00000000,00000000,00000000,00000000,420941E2,00000000,00000000
16,15000.0,6,00000000,00000000,00000000,00000000,4200B72E,00000000,00000000
16,15000.0,7,00000000,00000000,00000000,00000000,41F25A45,00000000,00000000
16,15000.0,8,00000000,00000000,00000000,00000000,41E4DCD1,00000000,00000000
16,15000.0,9,00000000,00000000,00000000,00000000,41D8A9D1,00000000,00000000
16,15000.0,10,00000000,00000000,00000000,00000000,41CD88FA,00000000,00000000
16,15000.0,11,00000000,00000000,00000000,00000000,41C34EDE,00000000,00000000
16,15000.0,12,00000000,00000000,00000000,00000000,41B9D9A5,00000000,00000000
16,15000.0,13,00000000,00000000,00000000,00000000,41B10F17,00000000,00000000
16,15000.0,14,00000000,00000000,00000000,00000000,41A8DA04,00000000,00000000
16,15000.0,15,00000000,00000000,00000000,00000000,41A1291A,00000000,00000000
16,15000.0,16,00000000,00000000,00000000,00000000,4199EDF6,00000000,00000000
16,15000.0,17,00000000,00000000,00000000,00000000,41931C8E,00000000,00000000
16,15000.0,18,00000000,00000000,00000000,00000000,418CAAB2,00000000,00000000
16,15000.0,19,00000000,00000000,00000000,00000000,41868FAD,00000000,00000000
16,15000.0,20,00000000,00000000,00000000,00000000,4180C406,00000000,00000000
16,15000.0,21,00000000,00000000,00000000,00000000,4176828A,00000000,00000000
16,15000.0,22,00000000,00000000,00000000,00000000,416C0394,00000000,00000000
16,15000.0,23,00000000,00000000,00000000,00000000,41620154,00000000,00000000
16,15000.0,24,00000000,00000000,00000000,00000000,41587325,00000000,00000000
16,15000.0,25,00000000,00000000,00000000,00000000,414F5176,00000000,00000000
16,15000.0,26,00000000,00000000,00000000,00000000,41469604,00000000,00000000
16,15000.0,27,00000000,00000000,00000000,00000000,413E3AC8,00000000,00000000
16,15000.0,28,00000000,00000000,00000000,00000000,41363A6F,00000000,00000000
16,15000.0,29,00000000,00000000,00000000,00000000,412E9036,00000000,00000000
16,15000.0,30,00000000,00000000,00000000,00000000,412737F0,00000000,00000000
16,15000.0,31,00000000,00000000,00000000,00000000,41202DE2,00000000,00000000
16,15000.0,32,00000000,00000000,00000000,00000000,41196EC7,00000000,00000000
16,15000.0,33,00000000,00000000,00000000,00000000,4112F7C4,00000000,00000000
16,15000.0,34,00000000,00000000,00000000,00000000,410CC661,00000000,00000000
16,15000.0,35,00000000,00000000,00000000,00000000,4106D882,00000000,00000000
16,15000.0,36,00000000,00000000,00000000,00000000,41012C68,00000000,00000000
16,15000.0,37,00000000,00000000,00000000,00000000,40F7816A,00000000,00000000
16,15000.0,38,00000000,00000000,00000000,00000000,40ED28CD,00000000,00000000
16,15000.0,39,00000000,00000000,00000000,00000000,40E34DD2,00000000,00000000
16,15000.0,40,00000000,00000000,00000000,00000000,40D9F02E,00000000,00000000
16,15000.0,41,00000000,00000000,00000000,00000000,40D110AA,00000000,00000000
16,15000.0,42,00000000,00000000,00000000,00000000,40C8B15E,00000000,00000000
16,15000.0,43,00000000,00000000,00000000,00000000,40C0D606,00000000,00000000
16,15000.0,44,00000000,00000000,00000000,00000000,40B984B2,00000000,00000000
16,15000.0,45,00000000,00000000,00000000,00000000,40B2C6D5,00000000,00000000
16,15000.0,46,00000000,00000000,00000000,00000000,40ACAB74,00000000,00000000
16,15000.0,47,00000000,00000000,00000000,00000000,40A74BE9,00000000,00000000
16,15000.0,48,00000000,00000000,00000000,00000000,40A2DA0D,00000000,00000000
16,15000.0,49,00000000,00000000,00000000,00000000,40A00000,00000000,00000000
17,15000.0,1,00000000,00000000,00000000,00000000,4219AA76,00000000,00000000
17,15000.0,2,00000000,00000000,00000000,00000000,420B4996,00000000,00000000
17,15000.0,3,00000000,00000000,00000000,00000000,420044EB,00000000,00000000
17,15000.0,4,00000000,00000000,00000000,00000000,41EEB269,00000000,00000000
17,15000.0,5,00000000,00000000,00000000,00000000,41DFBA08,00000000,00000000
17,15000.0,6,00000000,00000000,00000000,00000000,41D2D8BD,00000000,00000000
17,15000.0,7,00000000,00000000,00000000,00000000,41C78E97,00000000,00000000
17,15000.0,8,00000000,00000000,00000000,00000000,41BD84CC,00000000,00000000
