case,dx,k,pmfu,pmfd,paph
13,13500.0,30,00000000,00000000,478D5682
13,13500.0,31,00000000,00000000,47911463
13,13500.0,32,00000000,00000000,4794C0C7
13,13500.0,33,00000000,00000000,47985B0D
13,13500.0,34,00000000,00000000,479BE286
13,13500.0,35,00000000,00000000,479F5670
13,13500.0,36,00000000,00000000,47A2B5F3
13,13500.0,37,00000000,00000000,47A60021
13,13500.0,38,00000000,00000000,47A933EB
13,13500.0,39,00000000,00000000,47AC501F
13,13500.0,40,00000000,00000000,47AF535C
13,13500.0,41,00000000,00000000,47B23C0A
13,13500.0,42,00000000,00000000,47B50844
13,13500.0,43,00000000,00000000,47B7B5C4
13,13500.0,44,00000000,00000000,47BA41BE
13,13500.0,45,00000000,00000000,47BCA8A3
13,13500.0,46,00000000,00000000,47BEE5BD
13,13500.0,47,00000000,00000000,47C0F26C
13,13500.0,48,00000000,00000000,47C2C476
13,13500.0,49,00000000,00000000,47C4491D
14,13500.0,1,00000000,00000000,459C4000
14,13500.0,2,00000000,00000000,45EE9B40
14,13500.0,3,00000000,00000000,46202EB0
14,13500.0,4,00000000,00000000,4648C210
14,13500.0,5,00000000,00000000,467106C0
14,13500.0,6,00000000,00000000,468C7DC8
14,13500.0,7,00000000,00000000,46A04FA4
14,13500.0,8,00000000,00000000,46B3F860
14,13500.0,9,00000000,00000000,46C77754
14,13500.0,10,00000000,00000000,46DACBE0
14,13500.0,11,00000000,00000000,46EDF550
14,13500.0,12,00000000,00000000,47007974
14,13500.0,13,00000000,00000000,4709E1F6
14,13500.0,14,00000000,00000000,471333CA
14,13500.0,15,00000000,00000000,471C6E89
14,13500.0,16,00000000,00000000,472591C4
14,13500.0,17,00000000,00000000,472E9D0C
14,13500.0,18,00000000,00000000,47378FE4
14,13500.0,19,00000000,00000000,474069D0
14,13500.0,20,00000000,00000000,47492A4A
14,13500.0,21,00000000,00000000,4751D0C6
14,13500.0,22,00000000,00000000,475A5CB1
14,13500.0,23,00000000,00000000,4762CD6E
14,13500.0,24,00000000,00000000,476B2254
14,13500.0,25,00000000,00000000,47735AB4
14,13500.0,26,00000000,00000000,477B75D0
14,13500.0,27,00000000,00000000,4781B970
14,13500.0,28,00000000,00000000,4785A886
14,13500.0,29,00000000,00000000,478987B5
14,13500.0,30,00000000,00000000,478D5682
14,13500.0,31,00000000,00000000,47911463
14,13500.0,32,00000000,00000000,4794C0C7
14,13500.0,33,00000000,00000000,47985B0D
14,13500.0,34,00000000,00000000,479BE286
14,13500.0,35,00000000,00000000,479F5670
14,13500.0,36,00000000,00000000,47A2B5F3
14,13500.0,37,00000000,00000000,47A60021
14,13500.0,38,00000000,00000000,47A933EB
14,13500.0,39,00000000,00000000,47AC501F
14,13500.0,40,00000000,00000000,47AF535C
14,13500.0,41,00000000,00000000,47B23C0A
14,13500.0,42,00000000,00000000,47B50844
14,13500.0,43,00000000,00000000,47B7B5C4
14,13500.0,44,00000000,00000000,47BA41BE
14,13500.0,45,00000000,00000000,47BCA8A3
14,13500.0,46,00000000,00000000,47BEE5BD
14,13500.0,47,00000000,00000000,47C0F26C
14,13500.0,48,00000000,00000000,47C2C476
14,13500.0,49,00000000,00000000,47C4491D
15,13500.0,1,00000000,00000000,459C4000
15,13500.0,2,00000000,00000000,45EE9B40
15,13500.0,3,00000000,00000000,46202EB0
15,13500.0,4,00000000,00000000,4648C210
15,13500.0,5,00000000,00000000,467106C0
15,13500.0,6,00000000,00000000,468C7DC8
15,13500.0,7,00000000,00000000,46A04FA4
15,13500.0,8,00000000,00000000,46B3F860
15,13500.0,9,00000000,00000000,46C77754
15,13500.0,10,00000000,00000000,46DACBE0
15,13500.0,11,00000000,00000000,46EDF550
15,13500.0,12,00000000,00000000,47007974
15,13500.0,13,00000000,00000000,4709E1F6
15,13500.0,14,00000000,00000000,471333CA
15,13500.0,15,00000000,00000000,471C6E89
15,13500.0,16,00000000,00000000,472591C4
15,13500.0,17,00000000,00000000,472E9D0C
15,13500.0,18,00000000,00000000,47378FE4
15,13500.0,19,00000000,00000000,474069D0
15,13500.0,20,00000000,00000000,47492A4A
15,13500.0,21,00000000,00000000,4751D0C6
15,13500.0,22,00000000,00000000,475A5CB1
15,13500.0,23,00000000,00000000,4762CD6E
15,13500.0,24,00000000,00000000,476B2254
15,13500.0,25,00000000,00000000,47735AB4
15,13500.0,26,00000000,00000000,477B75D0
15,13500.0,27,00000000,00000000,4781B970
15,13500.0,28,00000000,00000000,4785A886
15,13500.0,29,00000000,00000000,478987B5
15,13500.0,30,00000000,00000000,478D5682
15,13500.0,31,00000000,00000000,47911463
15,13500.0,32,00000000,00000000,4794C0C7
15,13500.0,33,00000000,00000000,47985B0D
15,13500.0,34,00000000,00000000,479BE286
15,13500.0,35,00000000,00000000,479F5670
15,13500.0,36,00000000,00000000,47A2B5F3
15,13500.0,37,00000000,00000000,47A60021
15,13500.0,38,00000000,00000000,47A933EB
15,13500.0,39,00000000,00000000,47AC501F
15,13500.0,40,00000000,00000000,47AF535C
15,13500.0,41,00000000,00000000,47B23C0A
15,13500.0,42,00000000,00000000,47B50844
15,13500.0,43,00000000,00000000,47B7B5C4
15,13500.0,44,00000000,00000000,47BA41BE
15,13500.0,45,00000000,00000000,47BCA8A3
15,13500.0,46,00000000,00000000,47BEE5BD
15,13500.0,47,00000000,00000000,47C0F26C
15,13500.0,48,00000000,00000000,47C2C476
15,13500.0,49,00000000,00000000,47C4491D
16,13500.0,1,00000000,00000000,459C4000
16,13500.0,2,00000000,00000000,45EE9B40
16,13500.0,3,00000000,00000000,46202EB0
16,13500.0,4,00000000,00000000,4648C210
16,13500.0,5,00000000,00000000,467106C0
16,13500.0,6,00000000,00000000,468C7DC8
16,13500.0,7,00000000,00000000,46A04FA4
16,13500.0,8,00000000,00000000,46B3F860
16,13500.0,9,00000000,00000000,46C77754
16,13500.0,10,00000000,00000000,46DACBE0
16,13500.0,11,00000000,00000000,46EDF550
16,13500.0,12,00000000,00000000,47007974
16,13500.0,13,00000000,00000000,4709E1F6
16,13500.0,14,00000000,00000000,471333CA
16,13500.0,15,00000000,00000000,471C6E89
16,13500.0,16,00000000,00000000,472591C4
16,13500.0,17,00000000,00000000,472E9D0C
16,13500.0,18,00000000,00000000,47378FE4
16,13500.0,19,00000000,00000000,474069D0
16,13500.0,20,00000000,00000000,47492A4A
16,13500.0,21,00000000,00000000,4751D0C6
16,13500.0,22,00000000,00000000,475A5CB1
16,13500.0,23,00000000,00000000,4762CD6E
16,13500.0,24,00000000,00000000,476B2254
16,13500.0,25,00000000,00000000,47735AB4
16,13500.0,26,00000000,00000000,477B75D0
16,13500.0,27,00000000,00000000,4781B970
16,13500.0,28,00000000,00000000,4785A886
16,13500.0,29,00000000,00000000,478987B5
16,13500.0,30,00000000,00000000,478D5682
16,13500.0,31,00000000,00000000,47911463
16,13500.0,32,00000000,00000000,4794C0C7
16,13500.0,33,00000000,00000000,47985B0D
16,13500.0,34,00000000,00000000,479BE286
16,13500.0,35,00000000,00000000,479F5670
16,13500.0,36,00000000,00000000,47A2B5F3
16,13500.0,37,00000000,00000000,47A60021
16,13500.0,38,00000000,00000000,47A933EB
16,13500.0,39,00000000,00000000,47AC501F
16,13500.0,40,00000000,00000000,47AF535C
16,13500.0,41,00000000,00000000,47B23C0A
16,13500.0,42,00000000,00000000,47B50844
16,13500.0,43,00000000,00000000,47B7B5C4
16,13500.0,44,00000000,00000000,47BA41BE
16,13500.0,45,00000000,00000000,47BCA8A3
16,13500.0,46,00000000,00000000,47BEE5BD
16,13500.0,47,00000000,00000000,47C0F26C
16,13500.0,48,00000000,00000000,47C2C476
16,13500.0,49,00000000,00000000,47C4491D
17,13500.0,1,00000000,00000000,459C4000
17,13500.0,2,00000000,00000000,45EE9B40
17,13500.0,3,00000000,00000000,46202EB0
17,13500.0,4,00000000,00000000,4648C210
17,13500.0,5,00000000,00000000,467106C0
17,13500.0,6,00000000,00000000,468C7DC8
17,13500.0,7,00000000,00000000,46A04FA4
17,13500.0,8,00000000,00000000,46B3F860
17,13500.0,9,00000000,00000000,46C77754
17,13500.0,10,00000000,00000000,46DACBE0
17,13500.0,11,00000000,00000000,46EDF550
17,13500.0,12,00000000,00000000,47007974
17,13500.0,13,00000000,00000000,4709E1F6
17,13500.0,14,00000000,00000000,471333CA
17,13500.0,15,00000000,00000000,471C6E89
17,13500.0,16,00000000,00000000,472591C4
17,13500.0,17,00000000,00000000,472E9D0C
17,13500.0,18,00000000,00000000,47378FE4
17,13500.0,19,00000000,00000000,474069D0
17,13500.0,20,00000000,00000000,47492A4A
17,13500.0,21,00000000,00000000,4751D0C6
17,13500.0,22,00000000,00000000,475A5CB1
17,13500.0,23,00000000,00000000,4762CD6E
17,13500.0,24,00000000,00000000,476B2254
17,13500.0,25,00000000,00000000,47735AB4
17,13500.0,26,00000000,00000000,477B75D0
17,13500.0,27,00000000,00000000,4781B970
17,13500.0,28,00000000,00000000,4785A886
17,13500.0,29,00000000,00000000,478987B5
17,13500.0,30,00000000,00000000,478D5682
17,13500.0,31,00000000,00000000,47911463
17,13500.0,32,00000000,00000000,4794C0C7
17,13500.0,33,00000000,00000000,47985B0D
17,13500.0,34,00000000,00000000,479BE286
17,13500.0,35,00000000,00000000,479F5670
17,13500.0,36,00000000,00000000,47A2B5F3
17,13500.0,37,00000000,00000000,47A60021
17,13500.0,38,00000000,00000000,47A933EB
17,13500.0,39,00000000,00000000,47AC501F
17,13500.0,40,00000000,00000000,47AF535C
17,13500.0,41,3C9636B1,00000000,47B23C0A
17,13500.0,42,3C5A96A9,00000000,47B50844
17,13500.0,43,3C186C30,00000000,47B7B5C4
17,13500.0,44,3BC90F11,00000000,47BA41BE
17,13500.0,45,3B75CA33,00000000,47BCA8A3
17,13500.0,46,3B068E9A,00000000,47BEE5BD
17,13500.0,47,3A778819,00000000,47C0F26C
17,13500.0,48,39A5A8CB,00000000,47C2C476
17,13500.0,49,384BF39C,00000000,47C4491D
18,13500.0,1,00000000,00000000,459C4000
18,13500.0,2,00000000,00000000,45EE9B40
18,13500.0,3,00000000,00000000,46202EB0
18,13500.0,4,00000000,00000000,4648C210
18,13500.0,5,00000000,00000000,467106C0
18,13500.0,6,00000000,00000000,468C7DC8
18,13500.0,7,00000000,00000000,46A04FA4
18,13500.0,8,00000000,00000000,46B3F860
18,13500.0,9,00000000,00000000,46C77754
18,13500.0,10,00000000,00000000,46DACBE0
18,13500.0,11,00000000,00000000,46EDF550
18,13500.0,12,00000000,00000000,47007974
18,13500.0,13,00000000,00000000,4709E1F6
18,13500.0,14,00000000,00000000,471333CA
18,13500.0,15,00000000,00000000,471C6E89
18,13500.0,16,00000000,00000000,472591C4
18,13500.0,17,00000000,00000000,472E9D0C
18,13500.0,18,00000000,00000000,47378FE4
18,13500.0,19,00000000,00000000,474069D0
18,13500.0,20,00000000,00000000,47492A4A
18,13500.0,21,00000000,00000000,4751D0C6
18,13500.0,22,00000000,00000000,475A5CB1
18,13500.0,23,00000000,00000000,4762CD6E
18,13500.0,24,00000000,00000000,476B2254
18,13500.0,25,00000000,00000000,47735AB4
18,13500.0,26,00000000,00000000,477B75D0
18,13500.0,27,00000000,00000000,4781B970
18,13500.0,28,00000000,00000000,4785A886
18,13500.0,29,00000000,00000000,478987B5
18,13500.0,30,00000000,00000000,478D5682
18,13500.0,31,00000000,00000000,47911463
18,13500.0,32,00000000,00000000,4794C0C7
18,13500.0,33,00000000,00000000,47985B0D
18,13500.0,34,00000000,00000000,479BE286
18,13500.0,35,3D007A5E,00000000,479F5670
18,13500.0,36,3CD548B6,00000000,47A2B5F3
18,13500.0,37,3CAE9B2F,00000000,47A60021
18,13500.0,38,3C8CAB90,00000000,47A933EB
18,13500.0,39,3C5E6F52,00000000,47AC501F
18,13500.0,40,3C2BF74F,00000000,47AF535C
18,13500.0,41,3C016390,00000000,47B23C0A
18,13500.0,42,3BBC48E2,00000000,47B50844
18,13500.0,43,3B834AA9,00000000,47B7B5C4
18,13500.0,44,3B2D2F6E,00000000,47BA41BE
18,13500.0,45,3AD3B70C,00000000,47BCA8A3
18,13500.0,46,3A67CE42,00000000,47BEE5BD
18,13500.0,47,39D5371C,00000000,47C0F26C
18,13500.0,48,390EB17C,00000000,47C2C476
18,13500.0,49,37AFAD4C,00000000,47C4491D
1,15000.0,1,00000000,00000000,459C4000
1,15000.0,2,00000000,00000000,45EE9B40
1,15000.0,3,3EC8AD84,00000000,46202EB0
1,15000.0,4,3F01E88A,00000000,4648C210
1,15000.0,5,3F0C033D,00000000,467106C0
1,15000.0,6,3F0E7506,00000000,468C7DC8
1,15000.0,7,3F0E7507,00000000,46A04FA4
1,15000.0,8,3F0E750B,00000000,46B3F860
1,15000.0,9,3F0E7517,00000000,46C77754
1,15000.0,10,3F0E753C,00000000,46DACBE0
1,15000.0,11,3F0E7577,00000000,46EDF550
1,15000.0,12,3F0E75BD,00000000,47007974
1,15000.0,13,3F0E75F5,00000000,4709E1F6
1,15000.0,14,3F0E75EC,00000000,471333CA
1,15000.0,15,3F0E7541,00000000,471C6E89
1,15000.0,16,3F0E7364,00000000,472591C4
1,15000.0,17,3F0E6F73,00000000,472E9D0C
1,15000.0,18,3F0E681B,00000000,47378FE4
1,15000.0,19,3F0E5B73,00000000,474069D0
1,15000.0,20,3F0E46E0,00000000,47492A4A
1,15000.0,21,3F0E26FA,00000000,4751D0C6
1,15000.0,22,3F0DF78F,00000000,475A5CB1
1,15000.0,23,3F0DB3D4,00000000,4762CD6E
1,15000.0,24,3F0D562A,00000000,476B2254
1,15000.0,25,3F0CD833,00000000,47735AB4
1,15000.0,26,3F0C36DF,00000000,477B75D0
1,15000.0,27,3F0B6EA6,00000000,4781B970
1,15000.0,28,3F0A7A1A,00000000,4785A886
1,15000.0,29,3F0953E6,00000000,478987B5
1,15000.0,30,3F07F707,00000000,478D5682
1,15000.0,31,3F065F02,00000000,47911463
1,15000.0,32,3F04881D,00000000,4794C0C7
1,15000.0,33,3F026FA5,00000000,47985B0D
1,15000.0,34,3F001424,00000000,479BE286
1,15000.0,35,3EFAEB2D,00000000,479F5670
1,15000.0,36,3EF52B2E,00000000,47A2B5F3
1,15000.0,37,3EEEEEF8,00000000,47A60021
1,15000.0,38,3EE840DA,00000000,47A933EB
1,15000.0,39,3EE12EBC,00000000,47AC501F
1,15000.0,40,3ED9CA1A,00000000,47AF535C
1,15000.0,41,3ED229AE,00000000,47B23C0A
1,15000.0,42,3ECA654A,00000000,47B50844
1,15000.0,43,3EC2969F,BDCE83E1,47B7B5C4
1,15000.0,44,3EBADA12,BDCE83E1,47BA41BE
1,15000.0,45,3EB34F03,BDA17508,47BCA8A3
1,15000.0,46,3EAC1890,BD6EEC5C,47BEE5BD
1,15000.0,47,3EAC1890,BD220736,47C0F26C
1,15000.0,48,3E471A6D,BCBB7499,47C2C476
1,15000.0,49,3D9C36B0,BC131329,47C4491D
2,15000.0,1,00000000,00000000,459C4000
2,15000.0,2,00000000,00000000,45EE9B40
2,15000.0,3,3F0EAE74,00000000,46202EB0
2,15000.0,4,3F1E975D,00000000,4648C210
2,15000.0,5,3F2DCEB3,00000000,467106C0
2,15000.0,6,3F3C8ACE,00000000,468C7DC8
2,15000.0,7,3F4AEADF,00000000,46A04FA4
2,15000.0,8,3F59026F,00000000,46B3F860
2,15000.0,9,3F66DE58,00000000,46C77754
2,15000.0,10,3F748744,00000000,46DACBE0
2,15000.0,11,3F80AA33,00000000,46EDF550
2,15000.0,12,3F869898,00000000,47007974
2,15000.0,13,3F8C1DF3,00000000,4709E1F6
2,15000.0,14,3F9145F0,00000000,471333CA
2,15000.0,15,3F961C61,00000000,471C6E89
2,15000.0,16,3F9AAA46,00000000,472591C4
2,15000.0,17,3F9EF312,00000000,472E9D0C
2,15000.0,18,3FA2F580,00000000,47378FE4
2,15000.0,19,3FA6AC9E,00000000,474069D0
2,15000.0,20,3FAA10E8,00000000,47492A4A
2,15000.0,21,3FAD19AE,00000000,4751D0C6
2,15000.0,22,3FAFBECC,00000000,475A5CB1
2,15000.0,23,3FB1FA30,00000000,4762CD6E
2,15000.0,24,3FB3C5B0,00000000,476B2254
2,15000.0,25,3FB51D64,00000000,47735AB4
2,15000.0,26,3FB5FDA8,00000000,477B75D0
2,15000.0,27,3FB65DDD,00000000,4781B970
2,15000.0,28,3FB63536,00000000,4785A886
2,15000.0,29,3FB57C01,00000000,478987B5
2,15000.0,30,3FB42C29,00000000,478D5682
2,15000.0,31,3FB241B5,00000000,47911463
2,15000.0,32,3FAFBB34,00000000,4794C0C7
2,15000.0,33,3FAC9A1A,00000000,47985B0D
2,15000.0,34,3FA8E308,00000000,479BE286
2,15000.0,35,3FA49DEF,00000000,479F5670
2,15000.0,36,3F9FD60A,00000000,47A2B5F3
2,15000.0,37,3F9A99C4,00000000,47A60021
2,15000.0,38,3F94FA6B,00000000,47A933EB
2,15000.0,39,3F8F0BCB,00000000,47AC501F
2,15000.0,40,3F88E3AD,00000000,47AF535C
2,15000.0,41,3F828A2F,00000000,47B23C0A
2,15000.0,42,3F78238F,00000000,47B50844
2,15000.0,43,3F6B2BAF,00000000,47B7B5C4
2,15000.0,44,3F5E6573,00000000,47BA41BE
2,15000.0,45,3F520B3A,BDFEB9BD,47BCA8A3
2,15000.0,46,3F531F8D,BDFEB9BD,47BEE5BD
2,15000.0,47,3F0F2CE2,BDFEB9BD,47C0F26C
2,15000.0,48,3EA5A4E0,BDFEB9BD,47C2C476
2,15000.0,49,3E01F646,BDFEB9BD,47C4491D
3,15000.0,1,00000000,00000000,459C4000
3,15000.0,2,00000000,00000000,45EE9B40
3,15000.0,3,3F0F04B1,00000000,46202EB0
3,15000.0,4,3F1EF72D,00000000,4648C210
3,15000.0,5,3F2E37AA,00000000,467106C0
3,15000.0,6,3F3CFCA2,00000000,468C7DC8
3,15000.0,7,3F4B6557,00000000,46A04FA4
3,15000.0,8,3F598560,00000000,46B3F860
3,15000.0,9,3F67699E,00000000,46C77754
3,15000.0,10,3F751AC1,00000000,46DACBE0
3,15000.0,11,3F80F63D,00000000,46EDF550
3,15000.0,12,3F86E4DB,00000000,47007974
3,15000.0,13,3F8C68B2,00000000,4709E1F6
3,15000.0,14,3F918DB7,00000000,471333CA
3,15000.0,15,3F966005,00000000,471C6E89
3,15000.0,16,3F9AE8E2,00000000,472591C4
3,15000.0,17,3F9F2BFE,00000000,472E9D0C
3,15000.0,18,3FA32853,00000000,47378FE4
3,15000.0,19,3FA6D92B,00000000,474069D0
3,15000.0,20,3FAA3745,00000000,47492A4A
3,15000.0,21,3FAD3A38,00000000,4751D0C6
3,15000.0,22,3FAFDA2E,00000000,475A5CB1
3,15000.0,23,3FB21167,00000000,4762CD6E
3,15000.0,24,3FB3DA1F,00000000,476B2254
3,15000.0,25,3FB530E8,00000000,47735AB4
3,15000.0,26,3FB61284,00000000,477B75D0
3,15000.0,27,3FB67644,00000000,4781B970
3,15000.0,28,3FB6531A,00000000,4785A886
3,15000.0,29,3FB5A106,00000000,478987B5
3,15000.0,30,3FB45992,00000000,478D5682
3,15000.0,31,3FB27855,00000000,47911463
3,15000.0,32,3FAFFB5C,00000000,4794C0C7
3,15000.0,33,3FACE398,00000000,47985B0D
3,15000.0,34,3FA93523,00000000,479BE286
3,15000.0,35,3FA4F769,00000000,479F5670
3,15000.0,36,3FA03539,00000000,47A2B5F3
3,15000.0,37,3F9AFC9D,00000000,47A60021
3,15000.0,38,3F955E9F,00000000,47A933EB
3,15000.0,39,3F8F6EE6,00000000,47AC501F
3,15000.0,40,3F89433A,00000000,47AF535C
3,15000.0,41,3F82E54D,00000000,47B23C0A
3,15000.0,42,3F78D0C4,00000000,47B50844
3,15000.0,43,3F6BCFD7,00000000,47B7B5C4
3,15000.0,44,3F5F00B0,00000000,47BA41BE
3,15000.0,45,3F529DD8,BDFF6B8B,47BCA8A3
3,15000.0,46,3F53B2EC,BDFF6B8B,47BEE5BD
3,15000.0,47,3F0F90D3,BDFF6B8B,47C0F26C
3,15000.0,48,3EA61880,BDFF6B8B,47C2C476
3,15000.0,49,3E0250FE,BDFF6B8B,47C4491D
4,15000.0,1,00000000,00000000,459C4000
4,15000.0,2,00000000,00000000,45EE9B40
4,15000.0,3,3F1AE1DC,00000000,46202EB0
4,15000.0,4,3F2C310B,00000000,4648C210
4,15000.0,5,3F3CBFCA,00000000,467106C0
4,15000.0,6,3F4CC901,00000000,468C7DC8
4,15000.0,7,3F5C6E7C,00000000,46A04FA4
4,15000.0,8,3F6BC56E,00000000,46B3F860
4,15000.0,9,3F7ADBBF,00000000,46C77754
4,15000.0,10,3F84DD72,00000000,46DACBE0
4,15000.0,11,3F8BD4C1,00000000,46EDF550
4,15000.0,12,3F9245AC,00000000,47007974
4,15000.0,13,3F98414C,00000000,4709E1F6
4,15000.0,14,3F9DD4F5,00000000,471333CA
4,15000.0,15,3FA30E89,00000000,471C6E89
4,15000.0,16,3FA7F83F,00000000,472591C4
4,15000.0,17,3FAC9661,00000000,472E9D0C
4,15000.0,18,3FB0E83D,00000000,47378FE4
4,15000.0,19,3FB4E952,00000000,474069D0
4,15000.0,20,3FB89283,00000000,47492A4A
4,15000.0,21,3FBBDB9E,00000000,4751D0C6
4,15000.0,22,3FBEBD1F,00000000,475A5CB1
4,15000.0,23,3FC13171,00000000,4762CD6E
4,15000.0,24,3FC332F7,00000000,476B2254
4,15000.0,25,3FC4BEF4,00000000,47735AB4
4,15000.0,26,3FC5D347,00000000,477B75D0
4,15000.0,27,3FC667E7,00000000,4781B970
4,15000.0,28,3FC673C1,00000000,4785A886
4,15000.0,29,3FC5EEAD,00000000,478987B5
4,15000.0,30,3FC4D1F8,00000000,478D5682
4,15000.0,31,3FC318D0,00000000,47911463
4,15000.0,32,3FC0C0BC,00000000,4794C0C7
4,15000.0,33,3FBDCA02,00000000,47985B0D
4,15000.0,34,3FBA37F1,00000000,479BE286
4,15000.0,35,3FB61114,00000000,479F5670
4,15000.0,36,3FB15F49,00000000,47A2B5F3
4,15000.0,37,3FAC2FAD,00000000,47A60021
4,15000.0,38,3FA6926C,00000000,47A933EB
4,15000.0,39,3FA09A72,00000000,47AC501F
4,15000.0,40,3F9A5D06,00000000,47AF535C
4,15000.0,41,3F93E307,00000000,47B23C0A
4,15000.0,42,3F8D3F11,00000000,47B50844
4,15000.0,43,3F868CFD,00000000,47B7B5C4
4,15000.0,44,3F7FD46A,00000000,47BA41BE
4,15000.0,45,3F72EB2E,00000000,47BCA8A3
4,15000.0,46,3F669FAF,BE4E1898,47BEE5BD
4,15000.0,47,3F67AF04,BE4E1898,47C0F26C
4,15000.0,48,3F060564,BE4E1898,47C2C476
4,15000.0,49,3E524D57,BE4E1898,47C4491D
5,15000.0,1,00000000,00000000,459C4000
5,15000.0,2,00000000,00000000,45EE9B40
5,15000.0,3,3F0CD7E8,00000000,46202EB0
5,15000.0,4,3F1C9BD1,00000000,4648C210
5,15000.0,5,3F2BB0ED,00000000,467106C0
5,15000.0,6,3F3A4CC1,00000000,468C7DC8
5,15000.0,7,3F488E02,00000000,46A04FA4
5,15000.0,8,3F5687EE,00000000,46B3F860
5,15000.0,9,3F644729,00000000,46C77754
5,15000.0,10,3F71D43C,00000000,46DACBE0
5,15000.0,11,3F7E8EFB,00000000,46EDF550
5,15000.0,12,3F852E05,00000000,47007974
5,15000.0,13,3F8AAC96,00000000,4709E1F6
5,15000.0,14,3F8FCEBF,00000000,471333CA
5,15000.0,15,3F94A09E,00000000,471C6E89
5,15000.0,16,3F992A93,00000000,472591C4
5,15000.0,17,3F9D6F86,00000000,472E9D0C
5,15000.0,18,3FA16DCB,00000000,47378FE4
5,15000.0,19,3FA52027,00000000,474069D0
5,15000.0,20,3FA87F01,00000000,47492A4A
5,15000.0,21,3FAB81D0,00000000,4751D0C6
5,15000.0,22,3FAE20D8,00000000,475A5CB1
5,15000.0,23,3FB05629,00000000,4762CD6E
5,15000.0,24,3FB21BA8,00000000,476B2254
5,15000.0,25,3FB36DC6,00000000,47735AB4
5,15000.0,26,3FB448D9,00000000,477B75D0
5,15000.0,27,3FB4A3FE,00000000,4781B970
5,15000.0,28,3FB47602,00000000,4785A886
5,15000.0,29,3FB3B6D4,00000000,478987B5
5,15000.0,30,3FB25FFF,00000000,478D5682
5,15000.0,31,3FB06D2C,00000000,47911463
5,15000.0,32,3FADDC9A,00000000,4794C0C7
5,15000.0,33,3FAAAF80,00000000,47985B0D
5,15000.0,34,3FA6EA57,00000000,479BE286
5,15000.0,35,3FA29506,00000000,479F5670
5,15000.0,36,3F9DBAE1,00000000,47A2B5F3
5,15000.0,37,3F986A85,00000000,47A60021
5,15000.0,38,3F92B59B,00000000,47A933EB
5,15000.0,39,3F8CB05D,00000000,47AC501F
5,15000.0,40,3F867123,00000000,47AF535C
5,15000.0,41,3F80029F,00000000,47B23C0A
5,15000.0,42,3F72F0AB,00000000,47B50844
5,15000.0,43,3F65DC04,00000000,47B7B5C4
5,15000.0,44,3F59005B,BE76CBAB,47BA41BE
5,15000.0,45,3F4C97FD,BE40F2F8,47BCA8A3
5,15000.0,46,3F4DA9B9,BE0EC32F,47BEE5BD
5,15000.0,47,3F0B78EE,BDC1A1AB,47C0F26C
5,15000.0,48,3EA15C29,BD6004B4,47C2C476
5,15000.0,49,3DFD339C,BCAFC2FB,47C4491D
6,15000.0,1,00000000,00000000,459C4000
6,15000.0,2,00000000,00000000,45EE9B40
6,15000.0,3,3E025577,00000000,46202EB0
6,15000.0,4,3EBB5891,00000000,4648C210
6,15000.0,5,3EF4B903,00000000,467106C0
6,15000.0,6,3F052B4F,00000000,468C7DC8
6,15000.0,7,3F0F528C,00000000,46A04FA4
6,15000.0,8,3F194694,00000000,46B3F860
6,15000.0,9,3F231079,00000000,46C77754
6,15000.0,10,3F2CB65D,00000000,46DACBE0
6,15000.0,11,3F35BED2,00000000,46EDF550
6,15000.0,12,3F3E1B01,00000000,47007974
6,15000.0,13,3F45E0B4,00000000,4709E1F6
6,15000.0,14,3F4D20C6,00000000,471333CA
6,15000.0,15,3F53EC46,00000000,471C6E89
6,15000.0,16,3F5A5045,00000000,472591C4
6,15000.0,17,3F6051F8,00000000,472E9D0C
6,15000.0,18,3F65EFEA,00000000,47378FE4
6,15000.0,19,3F6B237C,00000000,474069D0
6,15000.0,20,3F6FE26F,00000000,47492A4A
6,15000.0,21,3F7420EE,00000000,4751D0C6
6,15000.0,22,3F77D3ED,00000000,475A5CB1
6,15000.0,23,3F7AF34F,00000000,4762CD6E
6,15000.0,24,3F7D76F6,00000000,476B2254
6,15000.0,25,3F7F5A0B,00000000,47735AB4
6,15000.0,26,3F804BFF,00000000,477B75D0
6,15000.0,27,3F809249,00000000,4781B970
6,15000.0,28,3F807982,00000000,4785A886
6,15000.0,29,3F7FF80D,00000000,478987B5
6,15000.0,30,3F7E2A93,00000000,478D5682
6,15000.0,31,3F7B845D,00000000,47911463
6,15000.0,32,3F7802AF,00000000,4794C0C7
6,15000.0,33,3F73A6DA,00000000,47985B0D
6,15000.0,34,3F6E76A6,00000000,479BE286
6,15000.0,35,3F687C8B,00000000,479F5670
6,15000.0,36,3F61C7C1,00000000,47A2B5F3
6,15000.0,37,3F5A6C14,00000000,47A60021
6,15000.0,38,3F528185,00000000,47A933EB
6,15000.0,39,3F4A23C8,00000000,47AC501F
6,15000.0,40,3F41718F,00000000,47AF535C
6,15000.0,41,3F387883,00000000,47B23C0A
6,15000.0,42,3F2F53C9,00000000,47B50844
6,15000.0,43,3F262A11,00000000,47B7B5C4
6,15000.0,44,3F1D236B,00000000,47BA41BE
6,15000.0,45,3F146917,BDB3FB31,47BCA8A3
6,15000.0,46,3F152C55,BDB3FB31,47BEE5BD
6,15000.0,47,3ECA5397,BDB3FB31,47C0F26C
