call,a,b,result
log10f,3F1DFB2C,,BE56AA7C
log10f,3E68360B,,BF24F883
log10f,3E0F6548,,BF5A9048
log10f,3F79861A,,BC3651EC
log10f,3E5C7586,,BF2ABEAD
log10f,3EA5E158,,BEFA9C81
log10f,3F798523,,BC366D70
log10f,3E80E934,,BF1956C4
log10f,3EF3EB67,,BEA4E03F
log10f,3F3517D6,,BE19F237
log10f,3E19D44A,,BF52C13C
log10f,3E0A2D85,,BF5EAF41
log10f,3EF79B0D,,BEA18A72
log10f,3EF5D693,,BEA3223E
log10f,3EAD9CFD,,BEF07AD5
log10f,3E7B9ABD,,BF1C0D8B
log10f,3F511146,,BDB420F6
log10f,3F07B08A,,BE8D27AF
log10f,3EFF9A82,,BE9A78D4
log10f,3F2B5047,,BE32A28B
log10f,3EC7B25C,,BED15B37
log10f,3E1412CF,,BF56FE9F
log10f,3E466BE7,,BF36743E
log10f,3F5C60B1,,BD8544A3
log10f,3F237642,,BE477FC3
log10f,3DFE1D6A,,BF680344
log10f,3F4FAEF5,,BDBA0957
log10f,3F7AEE24,,BC0E53CA
log10f,3F3A2080,,BE0DC0C7
log10f,3DF65EB0,,BF6B743C
log10f,3EC5552B,,BED4011B
log10f,3EB03758,,BEED2BB8
log10f,3E7CFEFC,,BF1B708F
log10f,3ED9D49C,,BEBE078A
log10f,3EA3438C,,BEFE2582
log10f,3EB9870E,,BEE1B89A
log10f,3F264160,,BE3FF6A3
log10f,3E964DD2,,BF0844C7
log10f,3F039E87,,BE93ED66
log10f,3E00DC50,,BF66722F
log10f,3F66A525,,BD398807
log10f,3F107A00,,BE7E67BB
log10f,3E24A36E,,BF4B346F
log10f,3EC4E558,,BED47F40
log10f,3F71CBB0,,BCCB177E
log10f,3ECCBB81,,BECBD193
log10f,3F07BFC2,,BE8D0EC0
log10f,3F42DCF7,,BDF2B582
log10f,3F5474B1,,BDA5D44B
log10f,3F6DF369,,BD020F2E
log10f,3EDC5A7B,,BEBB7808
log10f,3E61377B,,BF285EFC
log10f,3F795E83,,BC3ABB3A
log10f,3F062E9E,,BE8FA3A6
log10f,3F7B14F6,,BC0A0751
log10f,3F1CD4C5,,BE59EA43
log10f,3F0C58B1,,BE85A6D8
log10f,3F4AC3EC,,BDCF5A37
log10f,3F17C2EA,,BE688750
log10f,3E8CF262,,BF0F6A3C
log10f,3F4FF628,,BDB8D89F
log10f,3F60D3E6,,BD66F94C
log10f,3F04FB43,,BE91A345
log10f,3F759C4D,,BC9365F3
log10f,3E9B7C67,,BF04800C
log10f,3F3D0370,,BE06E8C4
log10f,3EA4BFA8,,BEFC2228
log10f,3F5A65FA,,BD8D4AF5
log10f,3F6E90BF,,BCFAF0F8
log10f,3F3C64C2,,BE085EBB
log10f,3F610375,,BD65812A
log10f,3F5535E4,,BDA2ACE8
log10f,3E99BD85,,BF05C165
log10f,3F7092B6,,BCDD2042
log10f,3E5EA242,,BF29A749
log10f,3E7AA9CB,,BF1C7836
log10f,3EADE0EE,,BEF023E2
log10f,3F25CEB8,,BE4129BF
log10f,3F67EDD0,,BD2FA82D
log10f,3E2D949F,,BF455314
log10f,3F13C221,,BE746AA4
log10f,3EAC361B,,BEF24858
log10f,3E9432DA,,BF09D645
log10f,3F0D20A5,,BE846AED
log10f,3F42B012,,BDF38284
log10f,3E8A5CC7,,BF1178F4
log10f,3E27D5A9,,BF49112F
log10f,3E9E1186,,BF02AB32
log10f,3F7658B5,,BC88C0E9
log10f,3F281EBA,,BE3B00E0
log10f,3EF7D0B5,,BEA15A48
log10f,3F464EDD,,BDE31F55
log10f,3F08F2A0,,BE8B1A4D
log10f,3F674A05,,BD349230
log10f,3F3BEB2A,,BE097E20
log10f,3F3D173A,,BE06BA37
log10f,3F244D74,,BE4537CC
log10f,3F74B165,,BCA0B701
log10f,3F177D34,,BE6953C7
log10f,3F12DE33,,BE771ABA
log10f,3F311627,,BE23E54F
log10f,3EF10151,,BEA78C7B
log10f,3ED0282F,,BEC8214B
log10f,3F645B50,,BD4B44DF
log10f,3ED226BE,,BEC6027F
log10f,3F06230E,,BE8FB6CF
log10f,3E0C170C,,BF5D2813
log10f,3F266A3C,,BE3F8965
log10f,3E2FC71C,,BF43ED10
log10f,3F7159F9,,BCD1A236
log10f,3F3835CB,,BE125B51
log10f,3F261A4F,,BE405F2F
log10f,3E8EEA0D,,BF0DDFB0
log10f,3F68B59E,,BD29AE44
log10f,3E4CEBCE,,BF32DEDF
log10f,3F708B7E,,BCDD8B04
log10f,3E379006,,BF3F1BA8
log10f,3E872D88,,BF140FB1
log10f,3E7E5106,,BF1ADC64
log10f,3E10F2DB,,BF595DB0
log10f,3F521BE5,,BDAFB57E
log10f,3F21E302,,BE4BCE2C
log10f,3F50F1FA,,BDB4A626
log10f,3EB61D0A,,BEE5D9E4
log10f,3F092D07,,BE8ABB8E
log10f,3F0CDD25,,BE84D561
log10f,3F7E8C25,,BB21F466
log10f,3E35E9ED,,BF401C78
log10f,3F018E8A,,BE977073
log10f,3F160959,,BE6D9CAF
log10f,3F26BF15,,BE3EA6E1
log10f,3E4A92C5,,BF3426D8
log10f,3F74F068,,BC9D234D
log10f,3F753993,,BC98FD28
log10f,3F7D6668,,BB914553
log10f,3EBC078E,,BEDEBE14
log10f,3EF6B943,,BEA25593
log10f,3E01B0AB,,BF65BB8E
log10f,3F6AD46A,,BD198BD3
log10f,3F0DB4CF,,BE8381F5
log10f,3F782C8A,,BC5CEAD1
log10f,3F230A35,,BE48A61B
log10f,3E4F3C75,,BF319F22
log10f,3E7E8644,,BF1AC520
log10f,3F0BBFD3,,BE86998E
log10f,3E9AE0EF,,BF04EF6E
log10f,3E40B43E,,BF39B469
log10f,3F200A3A,,BE50E868
log10f,3EEEDB44,,BEA98A40
log10f,3EAC4F6E,,BEF227A8
log10f,3F2AAD58,,BE344A4A
log10f,3E93130E,,BF0AAF00
log10f,3F5E7120,,BD79F3A8
log10f,3EF73EA4,,BEA1DD7E
log10f,3F0AFE72,,BE87CE15
log10f,3ECF3C4E,,BEC91DD3
log10f,3F6EE2DD,,BCF6292D
log10f,3F098A97,,BE8A2418
log10f,3EF6FE11,,BEA21799
log10f,3EE0E2CF,,BEB6F106
log10f,3DFC9F81,,BF68AAD9
log10f,3E08F876,,BF5FA904
log10f,3F097C7F,,BE8A3AE3
log10f,3F7AEABF,,BC0EB40C
log10f,3F7DDE17,,BB6E1428
log10f,3F06E2E7,,BE8E79AB
log10f,3EB1DD0B,,BEEB1A12
log10f,3EF27570,,BEA6362E
log10f,3F0DB578,,BE8380EC
log10f,3E8785DF,,BF13C720
log10f,3F6D55ED,,BD06AA06
log10f,3F05E203,,BE9022BB
log10f,3F4D338A,,BDC4BB01
log10f,3E049429,,BF634892
log10f,3F2BE9FA,,BE31143F
log10f,3EB1E6BA,,BEEB0DF6
log10f,3EA9F7D0,,BEF532BE
log10f,3F427D70,,BDF469F4
log10f,3F5F63FE,,BD726193
log10f,3F32CFF0,,BE1F9539
log10f,3F7F0B8E,,BAD4B82F
log10f,3F0A1155,,BE894AAD
log10f,3F62BFDE,,BD57D54F
log10f,3F5D7CAE,,BD80CD59
log10f,3F6C170E,,BD10064F
log10f,3EDB7C9F,,BEBC585A
log10f,3E8A35AA,,BF119866
log10f,3F5AF9EC,,BD8AF13D
log10f,3F5DAF4D,,BD800228
log10f,3F270044,,BE3DF92A
log10f,3E96D6A6,,BF07DFBF
log10f,3F63A9A4,,BD50AF05
log10f,3F2FA4C8,,BE2788B6
log10f,3F3B4E39,,BE0AF223
log10f,3F5E9462,,BD78D9C9
log10f,3F2D82DE,,BE2CF763
log10f,3E84623F,,BF166228
log10f,3E5E0B9F,,BF29F29C
log10f,3E1AF659,,BF51F05D
log10f,3F364CFE,,BE16FD88
log10f,3EC3587B,,BED64136
log10f,3F7A79E9,,BC1B36A7
log10f,3E70BC05,,BF20F687
log10f,3E3B7F21,,BF3CC020
log10f,3DDCF79E,,BF778D72
log10f,3F4E7F62,,BDBF212B
log10f,3EDC7317,,BEBB5F34
log10f,3EAE0284,,BEEFF8F2
log10f,3F10FCD2,,BE7CD5C2
log10f,3E9B3B13,,BF04AECC
log10f,3F703799,,BCE264B2
log10f,3F10085F,,BE7FC608
log10f,3F3E1545,,BE04664D
log10f,3F52F776,,BDAC15EA
log10f,3EDB0A1A,,BEBCCC7C
log10f,3F2A2C53,,BE359AF7
log10f,3E816B8C,,BF18E692
log10f,3F190648,,BE64D7A7
log10f,3F05263F,,BE915B71
log10f,3DF32898,,BF6CE9A9
log10f,3E800D18,,BF1A153C
log10f,3F36F7F8,,BE155D33
log10f,3F68751D,,BD2B9B9E
log10f,3F5611BA,,BD9F19AD
log10f,3EE48C62,,BEB35974
log10f,3F47097F,,BDDFDBCC
log10f,3F039498,,BE93FE2F
log10f,3F1ADDB7,,BE5F85C3
log10f,3F64F2CD,,BD46AA53
log10f,3F10B895,,BE7DA742
log10f,3EA2556B,,BEFF6AC2
log10f,3E8D3E16,,BF0F2E95
log10f,3F0B327E,,BE877AE0
log10f,3EE7803A,,BEB07EC9
log10f,3EB7CA73,,BEE3CFFC
log10f,3F0D37D8,,BE844662
log10f,3E847EFE,,BF164A06
log10f,3F30852C,,BE2551FB
log10f,3F4A9F81,,BDCFFA05
log10f,3F39A2B7,,BE0EEDB7
log10f,3F64891B,,BD49E04B
log10f,3F3AD71A,,BE0C0D51
log10f,3E93562D,,BF0A7C4E
log10f,3F229E61,,BE49CC9B
log10f,3F0DCE90,,BE83598F
log10f,3F1D968A,,BE57C61F
log10f,3E999568,,BF05DE6B
log10f,3F34EABC,,BE1A6107
log10f,3E5A7347,,BF2BC334
log10f,3F385759,,BE120A56
log10f,3F39B636,,BE0EBF05
log10f,3EBA1388,,BEE1107C
log10f,3EDE9EA3,,BEB93195
log10f,3F222B53,,BE4B07AF
log10f,3E4C6DF9,,BF332339
log10f,3F47FBE9,,BDDBA317
log10f,3ED269A4,,BEC5BBC2
log10f,3F1D167D,,BE59300F
log10f,3EC5B33F,,BED39732
log10f,3E9C4F3E,,BF03E9AF
log10f,3E373C47,,BF3F4E6D
log10f,3F1A6ABC,,BE60D06C
log10f,3EF65A22,,BEA2AB60
log10f,3F1F67F6,,BE52AC35
log10f,3F74913F,,BCA28A8D
log10f,3F3D78B1,,BE05D539
log10f,3E327F3B,,BF423822
log10f,3E5B42F8,,BF2B59B2
log10f,3EDBFBB9,,BEBBD7BB
log10f,3F5DA5B6,,BD8028A3
log10f,3F56D9DB,,BD9BDBAD
log10f,3EA50DF0,,BEFBB89A
log10f,3F187CD0,,BE6667DD
log10f,3E0213C7,,BF6566B8
log10f,3F5B8BBF,,BD88A1B4
log10f,3E192D7E,,BF533A0B
log10f,3F2481E2,,BE44A9FA
log10f,3E2159CC,,BF4D7289
log10f,3F419C82,,BDF870EC
log10f,3F41851A,,BDF8DC7A
log10f,3F471432,,BDDFABFE
log10f,3EF6A570,,BEA26772
log10f,3DF476F1,,BF6C5132
log10f,3E598E0E,,BF2C381B
log10f,3DEBF053,,BF70438B
log10f,3E60430B,,BF28D7E8
log10f,3F64C5D3,,BD4807EA
log10f,3EDA3285,,BEBDA7C2
log10f,3F3B8DA6,,BE0A5BA6
log10f,3E8F3EE4,,BF0D9DC3
log10f,3F21A748,,BE4C725D
log10f,3F4FC31E,,BDB9B305
log10f,3F487094,,BDD99CCC
log10f,3DE6A2C9,,BF72CA8B
log10f,3EDE5629,,BEB97A06
log10f,3F3D01D3,,BE06EC90
log10f,3F40B370,,BDFCA229
log10f,3F023149,,BE9659CF
log10f,3F5A38F8,,BD8E0253
log10f,3E3AC534,,BF3D2E96
log10f,3EBFADFF,,BEDA77A0
log10f,3F3112D3,,BE23EDAB
log10f,3ECF3D57,,BEC91CB7
log10f,3F5EBA35,,BD77AB97
log10f,3F37FE2B,,BE12E1AF
log10f,3E8654D5,,BF14C27B
log10f,3F6B6BFB,,BD151122
log10f,3EB90019,,BEE25A95
log10f,3EA3CE87,,BEFD688A
log10f,3F2D087E,,BE2E3179
log10f,3DF02935,,BF6E4AB7
log10f,3F7F61DC,,BA898673
log10f,3E216CD6,,BF4D656B
log10f,3E0BE9AD,,BF5D4C1B
log10f,3E571580,,BF2D7D37
log10f,3E30FE99,,BF4328B9
log10f,3E82E329,,BF17A5B6
log10f,3DD45995,,BF7BF9A2
log10f,3EFF7E9F,,BE9A9117
log10f,3F6365A1,,BD52C2C0
log10f,3E912217,,BF0C292D
log10f,3E059A5E,,BF626D87
log10f,3F3328BF,,BE1EB891
log10f,3F776806,,BC72F5EA
log10f,3E12855C,,BF582A9E
log10f,3E094F4C,,BF5F629F
log10f,3F3469D9,,BE1B9E4A
log10f,3F4BBB2E,,BDCB2030
log10f,3F0AEB83,,BE87EC61
log10f,3F0EA2D1,,BE820DB4
log10f,3F60D2E1,,BD67015E
log10f,3F5128E8,,BDB3BC71
log10f,3E7ED68E,,BF1AA214
log10f,3E90E31A,,BF0C5978
log10f,3F2FE31E,,BE26EAFE
log10f,3F5E1A35,,BD7CAB44
log10f,3EE404BB,,BEB3DD95
log10f,3F1B4F19,,BE5E40A1
log10f,3E6A6906,,BF23EC3B
log10f,3F2A5008,,BE353DB0
log10f,3E90AF2E,,BF0C8157
log10f,3E7C173B,,BF1BD696
log10f,3F29B1E4,,BE36DB5F
log10f,3EAE3266,,BEEFBBCB
log10f,3E90CD40,,BF0C6A3E
log10f,3F45DDAB,,BDE51B98
log10f,3ED37E7F,,BEC497EF
log10f,3EE07D36,,BEB75591
log10f,3F46CF44,,BDE0E028
log10f,3F4FE4F5,,BDB92232
log10f,3EA74877,,BEF8BD22
log10f,3F75C6B6,,BC90FFD5
log10f,3F57B1F3,,BD985ED9
log10f,3F6D3360,,BD07AD10
log10f,3F6D2EBB,,BD07CFE6
log10f,3F62B9B1,,BD5805C4
log10f,3F75ED9A,,BC8ECD0B
log10f,3F219894,,BE4C9AD2
log10f,3F2E74DF,,BE2A8CCD
log10f,3F00D91C,,BE98A8B1
log10f,3E40ED93,,BF39935A
log10f,3F0F47C0,,BE810D2A
log10f,3EA4040A,,BEFD1FF2
log10f,3EACAEDD,,BEF1ACA2
log10f,3F3E1FB4,,BE044DE5
log10f,3F684B89,,BD2CD9E6
log10f,3E51C68E,,BF30447C
log10f,3E408845,,BF39CDCA
log10f,3F039AA2,,BE93F3FA
log10f,3EAAE497,,BEF3FDD2
log10f,3F40D87F,,BDFBF72B
log10f,3F3258A0,,BE20BE5A
log10f,3EF5BD01,,BEA33960
log10f,3ED514C8,,BEC2EE5F
log10f,3F6FD839,,BCE7EA58
log10f,3F29AB87,,BE36EC0D
log10f,3E41A03A,,BF392C96
log10f,3EB32EF2,,BEE97532
log10f,3DCF5110,,BF7EA462
log10f,3F5D9DB9,,BD8048B1
log10f,3E25F1B9,,BF4A5394
log10f,3EA7E988,,BEF7E771
log10f,3F53646E,,BDAA4AF7
log10f,3F6794C8,,BD32538C
log10f,3E825049,,BF1822BF
log10f,3F40932A,,BDFD372B
log10f,3F4A4E79,,BDD15DFE
log10f,3E5C56F8,,BF2ACE17
log10f,3EC4577C,,BED51FAE
log10f,3EF186B0,,BEA71190
log10f,3F1E5541,,BE55AD30
log10f,3EF19B12,,BEA6FECC
log10f,3F6E717F,,BCFCC320
log10f,3F56BDAC,,BD9C5061
log10f,3F358B5E,,BE18D6DA
log10f,3F2C9132,,BE2F647F
log10f,3F3F0935,,BE022D03
log10f,3F506368,,BDB705D9
log10f,3F4319AA,,BDF1A09E
log10f,3E8547B0,,BF15A21D
log10f,3E1756CF,,BF5491BE
log10f,3F03F229,,BE936048
log10f,3F5B62DE,,BD89475F
log10f,3F071A9B,,BE8E1DEB
log10f,3F54E2F4,,BDA40727
log10f,3F4B3B17,,BDCD5015
log10f,3E431888,,BF385554
log10f,3F6BB168,,BD1304D9
log10f,3E134A41,,BF57959B
log10f,3E445AA9,,BF379E58
log10f,3F494F21,,BDD5C362
log10f,3E52D594,,BF2FB534
log10f,3ED6E3A9,,BEC10D60
log10f,3F1CB390,,BE5A4876
log10f,3DE2516A,,BF74E472
log10f,3F13005F,,BE76B34D
log10f,3EBA8D72,,BEE07EFD
log10f,3F4CFF0D,,BDC59EA0
log10f,3F307C84,,BE2567CB
log10f,3F25D8DE,,BE410E88
log10f,3E8B84CA,,BF108C16
log10f,3E9DA389,,BF02F8AA
log10f,3DF53337,,BF6BFBB3
log10f,3E50CF8E,,BF30C7B2
log10f,3E163DC4,,BF5560F5
log10f,3F3A982C,,BE0CA333
log10f,3F472B7C,,BDDF43F7
log10f,3F4AFF0D,,BDCE56FE
log10f,3F0AFB94,,BE87D2AB
log10f,3F0A4526,,BE88F74A
log10f,3F74094B,,BCAA466C
log10f,3F1737AE,,BE6A200F
log10f,3F749DB6,,BCA1D53E
log10f,3F4F6C29,,BDBB2797
log10f,3DF29248,,BF6D2E79
log10f,3F4980A9,,BDD4E8A5
log10f,3F1AA740,,BE602245
log10f,3E55FB45,,BF2E0F7A
log10f,3F353212,,BE19B1CF
log10f,3F25E037,,BE40FAD5
log10f,3E99F7C4,,BF05974E
log10f,3EFD0266,,BE9CBD83
log10f,3F40FC02,,BDFB5372
log10f,3F1ED41D,,BE54496D
log10f,3DD9A615,,BF793C21
log10f,3F43AC96,,BDEF03CE
log10f,3E4751F2,,BF35F3A3
log10f,3EBDC3C5,,BEDCB32C
log10f,3F10ABA3,,BE7DCF0B
log10f,3F48B767,,BDD862BD
log10f,3F6B2126,,BD1746EC
log10f,3F3CD46E,,BE07576C
log10f,3F7DEF92,,BB666CA2
log10f,3F702DF4,,BCE2F38B
log10f,3F576EB8,,BD99743F
log10f,3E0DFC0B,,BF5BA9C0
log10f,3F2AC61F,,BE3409C0
log10f,3F1E9A34,,BE54EBB1
log10f,3F54E476,,BDA400DB
log10f,3E5706CD,,BF2D84D0
log10f,3E237D69,,BF4BFBAE
log10f,3F48EDC1,,BDD77204
log10f,3F335FC8,,BE1E300A
log10f,3DEBE87F,,BF70473C
log10f,3F1859EA,,BE66CDB1
log10f,3F381877,,BE12A224
log10f,3F4D6420,,BDC3E882
log10f,3E4C04A8,,BF335C8F
log10f,3F53FDAF,,BDA7C70F
log10f,3F029631,,BE95ADBA
log10f,3F3F47C8,,BE019B70
log10f,3E03E643,,BF63DAC6
log10f,3F677DCB,,BD33042B
log10f,3F0043CA,,BE99AAF7
log10f,3F263414,,BE401A36
log10f,3F6918F4,,BD26B790
log10f,3E87E0C0,,BF137CAC
log10f,3F3E6EF7,,BE0394A5
log10f,3E8FF5AC,,BF0D1040
log10f,3F3B0269,,BE0BA648
log10f,3F07265E,,BE8E0A90
log10f,3E4C6FF1,,BF332227
log10f,3EEFADAF,,BEA8C6B4
log10f,3F0515F0,,BE9176AF
log10f,3E0D27C0,,BF5C5078
log10f,3E9E8B1E,,BF0255CD
log10f,3F0EFB59,,BE8183DC
log10f,3F347676,,BE1B7F34
log10f,3F54462A,,BDA69729
log10f,3EC7BF9D,,BED14C75
log10f,3F509E8F,,BDB60984
log10f,3F638BEA,,BD51975B
log10f,3E33363C,,BF41C660
log10f,3F03FE57,,BE934BC2
log10f,3F676F61,,BD3372F1
log10f,3F2B8DDF,,BE3202C3
log10f,3E705B38,,BF212345
log10f,3F34D380,,BE1A9A28
log10f,3F44F56F,,BDE931EB
log10f,3F767AE3,,BC86D36B
log10f,3E5DA6C7,,BF2A2526
log10f,3F043D37,,BE92E1F0
log10f,3F7DDADA,,BB6F7F38
log10f,3DF73BE3,,BF6B1097
log10f,3F6AE767,,BD18FC02
log10f,3F240EEF,,BE45E125
log10f,3F6E66D7,,BCFD6223
log10f,3E3B5F1D,,BF3CD31D
log10f,3EC4FBCC,,BED465E6
log10f,3E5986B3,,BF2C3BDD
log10f,3F504097,,BDB79A80
log10f,3F500AAA,,BDB880EE
log10f,3E9FC81F,,BF01785D
log10f,3E902EDD,,BF0CE41D
log10f,3EAA4133,,BEF4D2D0
log10f,3EB328CC,,BEE97CD3
log10f,3EFB86C8,,BE9E0C1F
log10f,3F4A8259,,BDD07A0A
log10f,3F747142,,BCA45C01
log10f,3EA4131C,,BEFD0B84
log10f,3E39889C,,BF3DEBAC
log10f,3F450FD1,,BDE8BAD0
log10f,3E5655E0,,BF2DE071
log10f,3E832C39,,BF1767B8
log10f,3E921C4F,,BF0B6A24
log10f,3DE826C5,,BF721020
log10f,3F538A62,,BDA9AB55
log10f,3ED716B8,,BEC0D891
log10f,3F383EBF,,BE1245B4
log10f,3F187FD1,,BE665F1A
log10f,3EC40C7E,,BED574AC
log10f,3F560ED7,,BD9F25AB
log10f,3DE5E83E,,BF73249C
log10f,3EBFC233,,BEDA6031
log10f,3F5B5CBA,,BD896045
log10f,3F6E0AD5,,BD01601E
log10f,3F6A566F,,BD1D4726
log10f,3F49C391,,BDD3C183
log10f,3DE714E6,,BF729397
log10f,3E99A8A9,,BF05D07C
log10f,3F668BA4,,BD3A4CC6
log10f,3F53899A,,BDA9AE9E
log10f,3DE6F7F5,,BF72A184
log10f,3E59BECD,,BF2C1F34
log10f,3DDD0845,,BF778511
log10f,3EB0CBFD,,BEEC7076
log10f,3EECD4FF,,BEAB6EC7
log10f,3EFF95A6,,BE9A7D0E
log10f,3E0BA15E,,BF5D85A0
log10f,3ED5B783,,BEC244CF
log10f,3F383AC7,,BE124F48
log10f,3E5EC394,,BF2996A7
log10f,3E3FAE48,,BF3A4BF3
log10f,3F5436A6,,BDA6D82E
log10f,3EBF5ACF,,BEDAD835
log10f,3EBEC040,,BEDB8C18
log10f,3F57A1E5,,BD98A110
log10f,3E4CDF25,,BF32E5BE
log10f,3F3151E3,,BE234F66
log10f,3F0FE0A4,,BE802063
log10f,3F321E01,,BE21509E
log10f,3F79BE88,,BC300978
log10f,3ECBDEF7,,BECCC19B
log10f,3F35416F,,BE198C1C
log10f,3EB33F43,,BEE960F3
log10f,3E82986B,,BF17E546
log10f,3F234C44,,BE47F210
log10f,3E87EC21,,BF13735C
log10f,3F71762D,,BCD00291
log10f,3F269548,,BE3F166A
log10f,3EEE6196,,BEA9FBA3
log10f,3F5801D1,,BD9715C0
log10f,3EF43DC4,,BEA49537
log10f,3EF4EC60,,BEA3F678
log10f,3F74D7EB,,BC9E8710
log10f,3EF84CA2,,BEA0EB32
log10f,3F394295,,BE0FD440
log10f,3ED684D4,,BEC16F97
log10f,3F62578A,,BD5B0883
log10f,3F429153,,BDF40F06
log10f,3F3C8492,,BE0813A8
log10f,3F1A9252,,BE605E77
log10f,3F60A89F,,BD684FD9
log10f,3F52D68A,,BDACA0C1
log10f,3EDD91EF,,BEBA3E9B
log10f,3E80AC0C,,BF198B8E
log10f,3E48DAAA,,BF35196C
log10f,3E8CD5B9,,BF0F80DA
log10f,3EB3E86C,,BEE88F7D
log10f,3F49EEF4,,BDD30254
log10f,3F3CB1E7,,BE07A8C4
log10f,3F72789D,,BCC12AA3
log10f,3F43AD7C,,BDEEFFBA
log10f,3E0A858A,,BF5E6885
log10f,3F27BA0C,,BE3C0B82
log10f,3DEA68ED,,BF70FC94
log10f,3E94A7FD,,BF097E87
log10f,3E960CA0,,BF08750B
log10f,3E8F5329,,BF0D8E08
log10f,3E6F28AE,,BF21B16A
log10f,3F5801FE,,BD971507
log10f,3F2540C6,,BE42A719
log10f,3F7A3263,,BC23279C
log10f,3EA441C0,,BEFCCC58
log10f,3DFDB7B2,,BF682FCE
log10f,3F6F0A4D,,BCF3DE06
log10f,3F34AD97,,BE1AF76D
log10f,3F3F5FF2,,BE016345
log10f,3EB4996F,,BEE7B521
log10f,3F170522,,BE6AB4D0
log10f,3F01F145,,BE96C73F
log10f,3F7D37B0,,BB9B8600
log10f,3E465DCD,,BF367C26
log10f,3EC533C7,,BED426BE
log10f,3F500E3A,,BDB871B3
log10f,3F06C6D1,,BE8EA7FD
log10f,3F095650,,BE8A78AC
log10f,3F68AB4B,,BD29FD32
log10f,3F339814,,BE1DA48C
log10f,3F49B0ED,,BDD413B3
log10f,3F329A3F,,BE201AD6
log10f,3EE093F6,,BEB73F0A
log10f,3F3C298A,,BE08EA9B
log10f,3EEC8F76,,BEABB01A
log10f,3EF2A388,,BEA60BED
log10f,3EC7C72B,,BED1440D
log10f,3EF3F67E,,BEA4D623
log10f,3F2A0C29,,BE35EF0D
log10f,3F15504C,,BE6FC282
log10f,3F280B3A,,BE3B3478
log10f,3F4C3CBB,,BDC8EB4E
log10f,3EDAA494,,BEBD33A4
log10f,3E9A97FF,,BF0523D6
log10f,3F466F1E,,BDE28EB7
log10f,3F25D990,,BE410CAA
log10f,3EA6D2B8,,BEF959DD
log10f,3F35796B,,BE1902D5
log10f,3EB50E4F,,BEE72569
log10f,3F792FB5,,BC3FF33D
log10f,3F762C89,,BC8B3F10
log10f,3F57F2B0,,BD97540D
log10f,3EF641F4,,BEA2C134
log10f,3F736439,,BCB3B020
log10f,3F6FF089,,BCE681C5
log10f,3F442144,,BDECF210
log10f,3F437273,,BDF00C39
log10f,3EED6EB5,,BEAADEA5
log10f,3E9AEF28,,BF04E539
log10f,3F2C1DBF,,BE308E68
log10f,3E293DBA,,BF4823A8
log10f,3F7D8EE7,,BB8863C5
log10f,3EBD6FFB,,BEDD1570
log10f,3F00FFD0,,BE9865F1
log10f,3F39B871,,BE0EB9AD
log10f,3F3B661F,,BE0AB969
log10f,3F60B7FA,,BD67D647
log10f,3DECE032,,BF6FD2BC
log10f,3E558576,,BF2E4CC1
log10f,3F0AC423,,BE882B70
log10f,3F1952B9,,BE63F9B7
log10f,3F43D2FD,,BDEE5550
log10f,3EAE01BB,,BEEFF9F4
log10f,3F6D0B69,,BD08D8E0
log10f,3F778563,,BC6FA99C
log10f,3DEB7FD9,,BF707898
log10f,3F12E4F9,,BE770638
log10f,3E95DD7F,,BF0897FC
log10f,3F394FCD,,BE0FB486
log10f,3F53D287,,BDA87C33
log10f,3E883CE8,,BF13315E
log10f,3F2F7C56,,BE27EF29
log10f,3F2BC537,,BE317362
log10f,3F25A5D4,,BE419779
log10f,3F22E08F,,BE4917C4
log10f,3F1BB5C0,,BE5D1B12
log10f,3ED38E30,,BEC48770
log10f,3ECCA604,,BECBE8EB
log10f,3F78D381,,BC4A3DFE
log10f,3F1DA513,,BE579D1C
log10f,3F78D727,,BC49D5A9
log10f,3E0C8BBD,,BF5CCB9E
log10f,3F1B33FA,,BE5E8E50
log10f,3EAF1E4A,,BEEE8F7A
log10f,3F0A8925,,BE888A0C
log10f,3EA9D8D6,,BEF55B48
log10f,3F795BAA,,BC3B0C7C
log10f,3ED6823F,,BEC17244
log10f,3EB1DDAF,,BEEB1944
log10f,3E3AF41E,,BF3D12AC
log10f,3F5C6BA9,,BD85185F
log10f,3F58A7F6,,BD946AA7
log10f,3F58F66B,,BD9328CB
log10f,3E4DB218,,BF32737E
log10f,3F45B35F,,BDE5D9CD
log10f,3F507BCF,,BDB69DB8
log10f,3E5D0B9F,,BF2A7314
log10f,3EB130B2,,BEEBF1F0
log10f,3DDB5473,,BF786122
log10f,3F56F91B,,BD9B5A58
log10f,3E31AB81,,BF42BC52
log10f,3E8BDED2,,BF10446F
log10f,3F067571,,BE8F2E67
log10f,3F3E967D,,BE033862
log10f,3F51FBA4,,BDB03E12
log10f,3E2557FE,,BF4ABAC3
log10f,3EB4987B,,BEE7B64E
log10f,3E6F0AF0,,BF21BF3F
log10f,3EEC1ED0,,BEAC1A16
log10f,3EA63F7D,,BEFA1E72
log10f,3F3FCE35,,BE006355
log10f,3EDDCD1F,,BEBA033D
log10f,3EB95228,,BEE1F80A
log10f,3EB6045E,,BEE5F805
log10f,3F2CDC1A,,BE2EA39E
log10f,3F4D98A0,,BDC30546
log10f,3F165500,,BE6CBCAA
log10f,3F2637C4,,BE401058
