# WRF v4.6.1 Noah-MP ESAT bitwise oracle (module_sf_noahmplsm.F:4952-5001)
#   tree     <wrf-4.6.1-checkout> (WSL)
#   commit   d66e442fccc04111067e29274c9f9eaccc3cef28
#   sha256   bd592a5b7db29000e715250e3a7c779ffb5e0dcc356f6b5a7d9e1c9f69c55282
#   compiler gfortran 13.3.0, WRF FCOPTIM -O2 -ftree-vectorize -funroll-loops
#   produced by tools/noahmp_wrf461_oracle/run_bareflux.F90 in 'esat' mode,
#   which calls the module procedure directly through the visibility patch.
# ESAT is pure float32 polynomial arithmetic -- no libm -- so this sweep
# also serves as the ptxas constant-folding check for the CUDA half:
# a mis-folded coefficient table cannot survive 12007 points.
# T is degrees C; every column is an IEEE-754 binary32 bit pattern.
t,esw,esi,desw,desi
C20C4CCD,41F8AA7F,41B11340,4044B1E8,4019C97C
C20C5338,41F88324,41B0F496,404495AF,4019B0C6
C20C599A,41F85C14,41B0D5D3,404479B4,40199837
C20C6666,41F80D90,41B098E3,404441A6,40196718
C20C72EB,41F7C0CE,41B05CA2,40440ADE,401936E6
C20C7333,41F7BF3E,41B05B12,404409A5,401935D4
C20C7F96,41F7735D,41B01FFD,4043D372,40190644
C20C8000,41F770D3,41B01DD7,4043D1A4,401904DA
C20C8CCD,41F7229A,41AFE119,404399C8,4018D3AE
C20C999A,41F6D42F,41AFA410,404361D2,4018A2B5
C20CA666,41F6865A,41AF66EE,40432A1C,401871A2
C20CB333,41F63885,41AF2A17,4042F24C,401840C2
C20CC000,41F5EA97,41AEED0E,4042BAA2,40180FEE
C20CC0BC,41F5E632,41AEE9BC,4042B776,40180D3E
C20CC731,41F5BEA5,41AECB5D,40429B56,4017F48A
C20CCCCD,41F59C90,41AEB037,404282E0,4017DF33
C20CD99A,41F54EED,41AE73C4,40424B68,4017AE9E
C20CE666,41F50118,41AE3706,404213FC,40177DD6
C20CF333,41F4B3F2,41ADFA93,4041DC6B,40174D34
C20CF570,41F4A646,41ADEFD5,4041D2A7,401744DA
C20CF5F9,41F4A2DB,41ADED64,4041D05C,401742DA
C20CFDA8,41F47491,41ADC942,4041AF34,401725A7
C20D0000,41F46636,41ADBE07,4041A518,40171CD0
C20D0CCD,41F41929,41AD81AD,40416DAD,4016EC3B
C20D199A,41F3CBEA,41AD456C,40413667,4016BBB2
C20D2061,41F3A2B4,41AD2596,40411928,4016A210
C20D2666,41F37EAB,41AD0944,4040FF21,40168B68
C20D296E,41F36C1D,41ACFB1B,4040F218,40167FE2
C20D3333,41F33185,41ACCD1C,4040C800,40165AF8
C20D4000,41F2E491,41AC9126,404090D4,40162ABA
C20D4B60,41F2A04E,41AC5BBB,40405FDA,4015FFCE
C20D4CCD,41F2979D,41AC5517,404059D8,4015FAA1
C20D599A,41F24A90,41AC1908,404022C4,4015CA56
C20D6666,41F1FDCE,41ABDD5D,403FEBD6,40159A3E
C20D7333,41F1B170,41ABA167,403FB4E8,40156A4B
C20D78FF,41F18EAC,41AB865A,403F9C0D,4015546B
C20D8000,41F16495,41AB65EE,403F7E12,40153A32
C20D8CCD,41F11805,41AB29F8,403F4749,40150A4C
C20D999A,41F0CBF2,41AAEE98,403F1099,4014DA7E
C20D9DB1,41F0B388,41AADBBF,403EFF12,4014CB10
C20DA274,41F0971D,41AAC5AD,403EEACE,4014B932
C20DA666,41F07F94,41AAB36A,403ED9DC,4014AA72
C20DB333,41F03381,41AA780A,403EA346,40147ACA
C20DB3EE,41F02F03,41AA7486,403EA032,4014780E
C20DB3F3,41F02ED1,41AA7486,403EA00C,401477F6
C20DB79B,41F01923,41AA636F,403E9079,40146A3D
C20DC000,41EFE70A,41AA3C91,403E6CBB,40144B16
C20DCCCD,41EF9B10,41AA0118,403E3630,40141B6E
C20DCFF9,41EF8869,41A9F272,403E28AA,40140F84
C20DD99A,41EF4F48,41A9C5EA,403DFFB2,4013EBD2
C20DDBCE,41EF4200,41A9BBDB,403DF65F,4013E386
C20DE666,41EF0380,41A98B20,403DC966,4013BC1E
C20DF333,41EEB76D,41A94FD9,403D930E,40138C9C
C20E0000,41EE6BBE,41A91528,403D5CB6,40135D4B
C20E0CCD,41EE2041,41A8D9E1,403D2682,40132DE2
C20E199A,41EDD4AB,41A89F62,403CF05C,4012FE52
C20E2666,41ED892E,41A86498,403CBA42,4012CF28
C20E3333,41ED3DCA,41A829E7,403C841C,40129FE4
C20E4000,41ECF27F,41A7EF68,403C4E1A,401270B8
C20E4CCD,41ECA766,41A7B49E,403C1826,4012419A
C20E599A,41EC5C1B,41A77AB5,403BE24A,401212A1
C20E6666,41EC1134,41A7404F,403BAC62,4011E376
C20E6D02,41EBEA6F,41A721D7,403B90B3,4011CB3E
C20E7333,41EBC634,41A705D0,403B7694,4011B47D
C20E8000,41EB7B66,41A6CB9C,403B40EA,401185B6
C20E8243,41EB6E37,41A6C174,403B3771,40117D5C
C20E8CCD,41EB3098,41A691E5,403B0B40,401156D6
C20E939D,41EB08D9,41A6728C,403AEEC9,40113DD6
C20E999A,41EAE5E3,41A6577F,403AD597,40112802
C20EA666,41EA9B47,41A61D7D,403AA013,4010F93C
C20EB333,41EA510F,41A5E3AD,403A6A8F,4010CA81
C20EC000,41EA068C,41A5A9AB,403A3518,40109BE0
C20EC7CB,41E9D923,41A586B5,403A149F,40107FA6
C20ECCCD,41E9BBF0,41A5700D,4039FFC6,40106D3E
C20ED99A,41E97203,41A53656,4039CA5A,40103ECE
C20EE4E5,41E93095,41A50375,40399B55,401015CA
C20EE666,41E927B2,41A4FC86,403994FC,4010105F
C20EF0E2,41E8EB0D,41A4CD8D,40396962,400FEA56
C20EF333,41E8DD93,41A4C31A,40395FD0,400FE1D6
C20EFF60,41E896F8,41A48C6A,40392D3A,400FB5D8
C20F0000,41E89374,41A4897C,40392AB0,400FB380
C20F038E,41E87EF2,41A479C3,40391BD8,400FA690
C20F04C9,41E87803,41A4747D,403916C4,400FA244
C20F0CCD,41E84987,41A4508D,4038F56A,400F852A
C20F199A,41E7FFB3,41A416EF,4038C070,400F56E0
C20F217A,41E7D263,41A3F395,40389FDE,400F3A5C
C20F2666,41E7B643,41A3DD6A,40388B68,400F2896
C20F2A55,41E79F69,41A3CC08,40387B1A,400F1A86
C20F3333,41E76C6F,41A3A449,4038566E,400EFA7E
C20F4000,41E722CD,41A36B5A,40382199,400ECC59
C20F4CCD,41E6D976,41A33220,4037ECB8,400E9E41
C20F5085,41E6C3FA,41A3219F,4037DD56,400E90E0
C20F599A,41E68FBB,41A2F931,4037B7CA,400E7074
C20F5FB0,41E66D10,41A2DE24,40379EBD,400E5A88
C20F6666,41E64696,41A2C074,40378333,400E4268
C20F7333,41E5FD3F,41A287D0,40374E6A,400E1476
C20F8000,41E5B433,41A24EFA,403719D4,400DE6CE
C20F8CCD,41E56B40,41A21624,4036E531,400DB8D0
C20F91B4,41E54F20,41A2005D,4036D113,400DA77A
C20F999A,41E52234,41A1DD99,4036B0B4,400D8B28
C20F9CCA,41E50FD8,41A1CF3E,4036A39E,400D7FAE
C20FA666,41E4D8DD,41A1A50E,40367C36,400D5D74
C20FB333,41E4901C,41A16C51,403647C5,400D2FFE
C20FC000,41E447A6,41A133F8,4036137A,400D0257
C20FC212,41E43BD5,41A12B15,40360AE2,400CFADE
C20FCCCD,41E3FEE5,41A0FBB8,4035DF2E,400CD4BC
C20FD99A,41E3B66F,41A0C35F,4035AACA,400CA753
C20FE666,41E36DAE,41A08B6A,40357697,400C79C4
C20FF333,41E32583,41A0535C,4035427E,400C4C8E
C2100000,41E2DD0D,41A01B03,40350E58,400C1F24
C2100CCD,41E29514,419FE340,4034DA3E,400BF1E1
C2100DEB,41E28E3E,419FDEA9,4034D5CC,400BEDEC
C210199A,41E24CB7,419FAB4B,4034A64A,400BC49E
C2102666,41E20473,419F736F,4034726F,400B978C
C2103333,41E1BC61,419F3BC5,40343E7B,400B6A55
C2104000,41E174B3,419F03E9,40340AAC,400B3D44
C2104CCD,41E12CA1,419ECC8A,4033D6EA,400B103E
C2104D1C,41E12AF8,419ECAFA,4033D599,400B0F2C
C2105395,41E106D6,419EAF3E,4033BB86,400AF86A
C210599A,41E0E4F3,419E94E0,4033A31C,400AE352
C21065B5,41E0A146,419E603D,40337248,400AB8CB
C2106666,41E09D45,419E5D81,40336F8C,400AB666
C2107333,41E055B0,419E2622,40333BD6,400A8987
C2108000,41E00E4D,419DEE78,40330853,400A5CCD
C2108178,41E005E7,419DE883,40330252,400A57A0
C2108CCD,41DFC6B8,419DB732,4032D4DC,400A3013
C210999A,41DF7FA0,419D8037,4032A14C,400A0359
C2109C29,41DF7145,419D7515,4032970B,4009FA82
C2109EAF,41DF6303,419D6A0C,40328CE3,4009F1A0
C210A666,41DF3824,419D4923,40326DEE,4009D6C4
C210B333,41DEF125,419D11F6,40323A9C,4009AA0A
C210C000,41DEA9DB,419CDAC9,40320732,40097DA8
C210CCCD,41DE62C3,419CA400,4031D41F,40095120
C210D2EC,41DE40E0,419C89ED,4031BB83,40093BCA
C210D99A,41DE1BC4,419C6D50,4031A0DA,4009248C
C210E666,41DDD510,419C366E,40316DC7,4008F84E
C210E964,41DDC48F,419C29D5,403161B8,4008EDF4
C210F333,41DD8E43,419BFFA5,40313A8E,4008CBEC
C2110000,41DD4776,419BC90E,40310794,40089F96
C2110CCD,41DD00F4,419B9290,4030D49A,40087366
C211199A,41DCBA72,419B5C12,4030A1A0,40084710
C2111CB1,41DCA974,419B4E98,4030956C,40083C84
C2112666,41DC7409,419B2594,40306ED8,40081B2A
C2112793,41DC6D7E,419B2080,40306A1C,4008171C
C2112DF7,41DC4A24,419B055A,403050AC,400800FE
C2113333,41DC2D87,419AEEE4,40303BEB,4007EEFA
C2114000,41DBE737,419AB92E,4030093C,4007C2FB
C2114CCD,41DBA100,419A82C9,402FD674,400796F0
C211599A,41DB5AFB,419A4C7D,402FA3C5,40076B24
C2116666,41DB14DD,419A1695,402F713C,40073F3E
C21166C4,41DB129E,419A1505,402F6FB8,40073E06
C2117333,41DACEF1,4199E07B,402F3E99,40071358
C2118000,41DA891E,4199AAAC,402F0C10,4006E7B2
C2118CCD,41DA4300,41997479,402ED992,4006BBD8
C211999A,41D9FD78,41993EDC,402EA73B,4006904A
C211A666,41D9B7D7,4199090D,402E74D7,40066497
C211B333,41D9721D,4198D357,402E4280,40063909
C211B719,41D95D05,4198C2EF,402E3337,40062BC1
C211C000,41D92CAE,41989DBA,402E104E,40060D7B
C211CCCD,41D8E771,4198684F,402DDE1C,4005E1FA
C211D99A,41D8A202,419832B2,402DABD0,4005B6AA
C211E666,41D85CAC,4197FD60,402D79DD,40058B35
C211F333,41D8176F,4197C7DC,402D47F6,40055FF2
C2120000,41D7D27D,419792BC,402D15D0,4005348A
C2120CCD,41D78D40,41975D6A,402CE3EA,40050978
C21218BD,41D74D30,41972C4B,402CB554,4004E130
C212199A,41D7484E,41972863,402CB1EA,4004DE42
C21221B2,41D71CF2,41970680,402C926B,4004C2F6
C2122666,41D70343,4196F343,402C8028,4004B324
C2123333,41D6BECE,4196BE6E,402C4E66,400487FA
C2123A8A,41D6978C,41969FC4,402C31E2,40046F6B
C2123B47,41D69359,41969CD6,402C2F01,40046CEE
C2124000,41D679DC,4196894E,402C1CB2,40045D02
C2124CCD,41D63567,41965415,402BEAF0,40043230
C21258F6,41D5F42B,41962247,402BBBC5,40040945
C212599A,41D5F0F2,41961FA4,402BB948,40040712
C2126666,41D5AC64,4195EA9D,402B87C4,4003DC4C
C2126A3C,41D597E2,4195DB48,402B78EC,4003CF50
C2127333,41D567EF,4195B5FA,402B5635,4003B17A
C2128000,41D52393,41958189,402B24A6,400386B4
C2128CCD,41D4DF50,41954D18,402AF33C,40035BE2
C212999A,41D49B58,419518C0,402AC1F7,40033166
C212A666,41D45747,4194E44F,402A90A6,400306A0
C212B333,41D4134F,4194AFF7,402A5F3C,4002DC00
C212C000,41D3CF70,41947B86,402A2E1D,4002B192
C212CCCD,41D38B78,41944779,4029FCE5,40028716
C212D99A,41D347CB,4194136C,4029CBDF,40025C9C
C212E666,41D303EC,4193DF78,40299AD9,40023278
C212F22B,41D2C5E9,4193AF6C,40296DBB,40020B68
C212F333,41D2C08A,4193AB20,402969C6,40020816
C212FC7B,41D28F6B,419385B9,4029462E,4001E921
C2130000,41D27CC4,4193775E,402938CD,4001DDC0
C2130233,41D27125,41936EC6,4029305A,4001D66E
C2130CCD,41D23962,4193436A,402907D4,4001B390
C213199A,41D1F619,41930F76,4028D70C,40018948
C2131C76,41D1E728,41930422,4028CC10,40017FDB
C2132666,41D1B2D0,4192DBE6,4028A62C,40015F4A
C2133333,41D16F6E,4192A83D,4028757D,4001351A
C2134000,41D12C70,41927494,402844CE,40010B1C
C2134391,41D119B0,41926639,40283716,4000FF4A
C2134CCD,41D0E940,41924104,40281407,4000E104
C2135768,41D0B1E1,41921670,4027EBBE,4000BE72
C213599A,41D0A642,41920DA6,4027E37E,4000B6EE
C2136666,41D0635D,4191D9FD,4027B2D0,40008D3A
C2137333,41D020AA,4191A6D1,4027826C,40006362
C2138000,41CFDDC5,419173BE,402751F0,400039AF
C213802C,41CFDCCB,419172F6,40275140,40003926
C2138CCD,41CF9B44,41914079,40272166,40000FCA
C2139759,41CF6417,41911617,4026F9A8,3FFFDB06
C2139852,41CF5F1C,41911248,4026F5E5,3FFFD4C6
C213999A,41CF5878,41910D66,4026F110,3FFFCC2E
C213A666,41CF1629,4190DA3A,4026C0C5,3FFF78AF
C213B333,41CED376,4190A70E,40269087,3FFF25DF
C213C000,41CE9127,41907478,40266056,3FFED2AB
C213C40D,41CE7C73,41906410,4026510D,3FFEB87F
C213CCCD,41CE4EBF,4190411A,4026303D,3FFE7FC2
C213D99A,41CE0CBB,41900E20,4026000C,3FFE2CD9
C213DAF0,41CE059A,419008A8,4025FB10,3FFE23F6
C213E666,41CDCA53,418FDB8A,4025D00C,3FFDDA54
C213EA05,41CDB7DE,418FCD61,4025C279,3FFDC299
C213F333,41CD884F,418FA90D,4025A019,3FFD8720
C2140000,41CD464B,418F765E,4025700D,3FFD349B
C2140C41,41CD0767,418F4652,40254234,3FFCE5B3
C2140CCD,41CD0492,418F43AF,4025401A,3FFCE248
C214199A,41CCC28E,418F114B,4025104C,3FFC8FAA
C2142666,41CC80EE,418EDE83,4024E07F,3FFC3D70
C2143333,41CC3F4E,418EAC6A,4024B0D7,3FFBEAEB
C2144000,41CBFD95,418E7A6A,4024810A,3FFB992E
C2144CCD,41CBBC0E,418E481F,40245162,3FFB470D
C214599A,41CB7A87,418E15BB,402421C6,3FFAF505
C2145C40,41CB6D0D,418E0B93,402417E9,3FFAE452
C2146666,41CB394B,418DE3D4,4023F237,3FFAA37A
C2146B8F,41CB1ED4,418DCF84,4023DEFA,3FFA822D
C2147333,41CAF80F,418DB1BB,4023C2B4,3FFA5159
C214769D,41CAE649,418DA45A,4023B5F6,3FFA3BC4
C21477A3,41CAE11C,418DA072,4023B240,3FFA34EE
C2147965,41CAD852,418D999C,4023ABB5,3FFA2A30
C2147B55,41CACE43,418D91E5,4023A488,3FFA1D97
C2148000,41CAB6BA,418D7F3E,4023933E,3FFA0000
C2148BA1,41CA7B8C,418D5220,4023683A,3FF9B5E1
C2148CCD,41CA7565,418D4DD4,402363E2,3FF9AE43
C214999A,41CA348D,418D1B89,4023345F,3FF95C9F
C214A666,41C9F36A,418CE9ED,4023051B,3FF90B46
C214B333,41C9B279,418CB851,4022D5E4,3FF8B9ED
C214C000,41C971A1,418C86CE,4022A6AC,3FF868F8
C214CCCD,41C930C9,418C54CE,40227774,3FF8181C
C214D99A,41C8F03C,418C2396,40224862,3FF7C6DC
C214E666,41C8AF7D,418BF1FA,4022195D,3FF77619
C214F333,41C86ED7,418BC0A9,4021EA58,3FF724F2
C2150000,41C82E7C,418B8EF4,4021BB5E,3FF6D493
C21503AB,41C81BBC,418B80E4,4021ADD8,3FF6BD55
C2150CCD,41C7EDD6,418B5E39,40218C72,3FF683D0
C2150F0F,41C7E269,418B5556,40218432,3FF675A7
C21513A5,41C7CBC1,418B4390,40217366,3FF658A6
C215199A,41C7ADAD,418B2CCF,40215D86,3FF63371
C2152666,41C76D6B,418AFB7E,40212EB2,3FF5E2C7
C2153333,41C72D42,418ACA46,4020FFEB,3FF592B3
C2153A57,41C7096B,418AAF39,4020E5CC,3FF565F9
C2153D05,41C6FC23,418AA4DF,4020DC08,3FF55546
C2154000,41C6ED19,418A9959,4020D13D,3FF54254
C2154CCD,41C6ACF0,418A683A,4020A276,3FF4F259
C215599A,41C66CF9,418A374D,402073EE,3FF4A213
C2155B96,41C6631C,418A2FFA,40206CB4,3FF495C5
C21562F6,41C63E7D,418A13C1,402051E5,3FF46794
C2156666,41C62D66,418A0679,40204558,3FF4524A
C2156ACC,41C61722,4189F5C6,40203561,3FF43675
C2157333,41C5ED24,4189D5D7,402016B7,3FF4021D
C2158000,41C5ADAA,4189A567,401FE854,3FF3B2B8
C2158CCD,41C56DFE,41897448,401FB9D8,3FF36308
C215999A,41C52E39,4189440A,401F8B8E,3FF3138A
C21599B8,41C52DBC,4189435B,401F8B11,3FF3125E
C215A2D8,41C5009E,418920E2,401F6A0F,3FF2D9BA
C215A35A,41C4FDB0,41891EEE,401F6840,3FF2D6B3
C215A666,41C4EED8,4189134F,401F5D2B,3FF2C3A8
C215B333,41C4AF5E,4188E2AD,401F2EEE,3FF2745C
C215C000,41C47016,4188B256,401F00B0,3FF22542
C215CCCD,41C4309C,41888231,401ED272,3FF1D5DD
C215D99A,41C3F186,418851A8,401EA45A,3FF186C3
C215E666,41C3B257,4188219C,401E762A,3FF13777
C215F333,41C37341,4187F145,401E4837,3FF0E88F
C2160000,41C3342B,4187C139,401E1A38,3FF099D9
C2160CCD,41C2F52E,41879114,401DEC2C,3FF04B0A
C21613F0,41C2D206,41877652,401DD296,3FF01F31
C216199A,41C2B64A,41876185,401DBE53,3FEFFCD1
C2162666,41C277CA,41873147,401D906D,3FEFAE02
C216299B,41C267DF,4187255D,401D850C,3FEF9A61
C2163333,41C238B4,4187013B,401D62B9,3FEF5FB0
C2164000,41C1FA1B,4186D1AC,401D34EC,3FEF112C
C2164CCD,41C1BBB4,4186A204,401D0738,3FEEC276
C216599A,41C17D02,418671F8,401CD984,3FEE7488
C216607D,41C15B9C,41865894,401CC101,3FEE4A8A
C2166666,41C13EB4,418642CD,401CABE9,3FEE261D
C2166BDD,41C12424,41862E4B,401C986E,3FEE0534
C2166EB3,41C11646,418623A6,401C8E78,3FEDF3EB
C2167333,41C1004D,4186130C,401C7E74,3FEDD848
C2167586,41C0F4E0,41860A8D,401C760E,3FEDCA06
C2168000,41C0C218,4185E3AF,401C50E5,3FED8A5A
C2168602,41C0A4CC,4185CD9D,401C3B82,3FED6651
C2168CCD,41C083E3,4185B420,401C2370,3FED3CB7
C216999A,41C0457C,418584DC,401BF5EE,3FECEEB0
C216A666,41C00792,41855566,401BC891,3FECA158
C216B333,41BFC9A8,41852622,401B9B41,3FEC53E7
C216C000,41BF8BD7,4184F710,401B6E16,3FEC0644
C216CCCD,41BF4DD4,4184C7FE,401B40AE,3FEBB8BA
C216CEFE,41BF432F,4184BFE3,401B3910,3FEBABA4
C216D99A,41BF101C,418498BA,401B139C,3FEB6B7B
C216DFC4,41BEF253,4184825D,401AFDD5,3FEB465F
C216E5F1,41BED471,41846B51,401AE7F5,3FEB20DF
C216E666,41BED264,418469C1,401AE665,3FEB1E6E
C216F333,41BE9493,41843AFA,401AB960,3FEAD193
C2170000,41BE570D,41840C33,401A8C36,3FEA8422
C2170CCD,41BE19B9,4183DCEF,401A5F4A,3FEA3792
C2171690,41BDEAC0,4183B963,401A3CF6,3FE9FC7D
C217199A,41BDDC1A,4183AE28,401A326A,3FE9EA6C
C2172666,41BD9EDF,41837F7A,401A0572,3FE99D91
C2173333,41BD6172,418350E5,4019D8AB,3FE95133
C2174000,41BD2450,4183221E,4019ABCC,3FE9048A
C2174CCD,41BCE72E,4182F3D4,40197F05,3FE8B813
C2175171,41BCD135,4182E2D6,40196EC2,3FE89C3E
C21751B8,41BCCFBE,4182E1F5,40196DE2,3FE89A95
C217599A,41BCAA3E,4182C58A,40195258,3FE86B83
C2176666,41BC6D35,41829727,401925AA,3FE81F57
C2177333,41BC302C,418268AB,4018F909,3FE7D2F9
C21773D6,41BC2D25,418265EF,4018F6D6,3FE7CF43
C2178000,41BBF387,418239E4,4018CC68,3FE786FF
C2178CCD,41BBB67E,41820BCC,40189FE0,3FE73AEC
C217999A,41BB79C0,4181DDFF,4018737E,3FE6EF24
C217A666,41BB3D1B,4181B019,4018470E,3FE6A35C
C217B333,41BB008F,418181CF,40181AAC,3FE6577B
C217C000,41BAC403,41815385,4017EE4A,3FE60B68
C217CCCD,41BA8777,418125B8,4017C200,3FE5C01D
C217D99A,41BA4B68,4180F7EB,401795C3,3FE574D2
C217E666,41BA0EDC,4180CA37,40176992,3FE52923
C217EC08,41B9F47E,4180B5CE,40175617,3FE507A4
C217F333,41B9D2CD,41809C38,40173D56,3FE4DE0A
C217F575,41B9C80F,4180944F,4017359E,3FE4D090
C2180000,41B996A5,41806ECF,40171157,3FE492BF
C2180B2C,41B96234,41804648,4016EAD0,3FE45138
C2180CCD,41B95A7D,41804102,4016E54C,3FE4478D
C218199A,41B91E87,41801380,4016B934,3FE3FC29
C2182666,41B8E278,417FCB98,40168D42,3FE3B174
C2183333,41B8A682,417F7062,40166144,3FE366D8
C2184000,41B86B09,417F15C2,40163584,3FE31BF1
C2184CCD,41B82F13,417EBB22,40160986,3FE2D10A
C21851BE,41B817EE,417E9890,4015F8C6,3FE2B454
C218599A,41B7F381,417E5FEC,4015DDEB,3FE28655
C2186666,41B7B7A4,417E0678,4015B21E,3FE23C36
C2186FD9,41B78C16,417DC316,401591D8,3FE20509
C2187333,41B77C5D,417DAB74,40158678,3FE1F136
C2188000,41B740CB,417D519C,40155AB8,3FE1A717
C2188CCD,41B705B6,417CF792,40152F1D,3FE15CAD
C2188EC6,41B6FC56,417CE9B4,40152879,3FE151BD
C218999A,41B6CA24,417C9CC0,4015039C,3FE1130B
C2189B6F,41B6C1A5,417C9108,4014FD5C,3FE1084D
C218A666,41B68F0F,417C42E8,4014D80E,3FE0C8BA
C218B333,41B653AF,417BE9A6,4014ACB2,3FE07ECD
C218C000,41B618CC,417B9064,40148149,3FE03463
C218CCCD,41B5DD9E,417B368C,401455C8,3FDFEB0C
C218D99A,41B5A2A2,417ADD4A,40142A91,3FDFA151
C218DFAE,41B5869B,417AB284,40141602,3FDF7DF7
C218E666,41B567D8,417A83D6,4013FF42,3FDF577D
C218F333,41B52CDC,417A2A94,4013D418,3FDF0DDB
C2190000,41B4F244,4179D152,4013A8E1,3FDEC439
C2190771,41B4CFB2,41799DF4,40138FC8,3FDE998C
C2190CCD,41B4B748,41797810,40137DB7,3FDE7AE2
C219199A,41B47CB0,41791F32,4013529A,3FDE31D6
C2192666,41B441FF,4178C71C,40132788,3FDDE898
C2193333,41B407B2,41786EA2,4012FC90,3FDD9F73
C2194000,41B3CD4C,41781560,4012D18C,3FDD5667
C2194365,41B3BDAC,4177FEEA,4012C644,3FDD42F8
C2194CCD,41B392E6,4177BCE6,4012A6AD,3FDD0DA6
C21956C9,41B3657D,417778BC,4012853A,3FDCD49E
C219599A,41B35880,41776502,40127BC2,3FDCC49A
C21962E8,41B32E1E,417724F2,40125CA7,3FDC8FC5
C2196498,41B32680,4177193A,4012570A,3FDC85CF
C2196666,41B31E33,41770CEC,401250EF,3FDC7BD9
C2196FA7,41B2F44E,4176CD0E,40123206,3FDC4768
C2197333,41B2E3FF,4176B472,40122636,3FDC32FF
C2197D31,41B2B6E1,41766F80,401204D0,3FDBFA29
C2197F95,41B2AC0A,41765F18,4011FCE6,3FDBECE1
C2198000,41B2A9FD,41765D24,4011FB70,3FDBEABB
C2198CCD,41B26FFB,417605A4,4011D0CF,3FDBA1FA
C219999A,41B235F9,4175AD8E,4011A609,3FDB5952
C219A666,41B1FC10,41755578,40117B75,3FDB10DC
C219B333,41B1C240,4174FE5C,401150EE,3FDAC8FC
C219B64B,41B1B462,4174E84A,401146AC,3FDAB768
C219C000,41B188A2,4174A678,40112666,3FDA806D
C219C2F4,41B17B28,417492BE,40111CA2,3FDA6FEC
C219CCCD,41B14ED2,41744F5C,4010FC04,3FDA3874
C219D99A,41B11566,4173F840,4010D196,3FD9F049
C219E666,41B0DBE1,4173A0F2,4010A740,3FD9A89B
C219F333,41B0A243,417349D6,40107CDE,3FD960BB
C21A0000,41B068BE,4172F2BA,40105295,3FD918F4
C21A0CCD,41B02F84,41729C98,4010284C,3FD8D146
C21A12D4,41B01490,41727394,40101460,3FD8AFC7
C21A199A,41AFF618,41724676,400FFE03,3FD88A15
C21A2666,41AFBD29,4171EF8C,400FD3EC,3FD8421C
C21A3333,41AF83D6,417199CE,400FA9E2,3FD7FA87
C21A3E9C,41AF510E,41714C44,400F8462,3FD7BAF4
C21A4000,41AF4ACE,41714316,400F7FBE,3FD7B356
C21A4CCD,41AF11F8,4170ECF4,400F55CC,3FD76C57
C21A599A,41AED8D7,417096A0,400F2BDB,3FD724F4
C21A6428,41AEAA10,4170501E,400F0949,3FD6EA2A
C21A6651,41AEA065,417040E2,400F0228,3FD6DE40
C21A6666,41AE9FCF,417040B0,400F01EA,3FD6DDC3
C21A6CFB,41AE82B5,4170148C,400EEC54,3FD6B96F
C21A6D86,41AE805D,4170113A,400EEA9F,3FD6B636
C21A7333,41AE672B,416FEB56,400ED7F8,3FD696AB
C21A8000,41AE2E6E,416F9502,400EAE2C,3FD64FAC
C21A87A8,41AE0CA4,416F6208,400E952C,3FD625AE
C21A8CCD,41ADF5FC,416F3FA8,400E8454,3FD608F8
C21A999A,41ADBCF4,416EEAB2,400E5A88,3FD5C244
C21AA666,41AD849B,416E9490,400E30EE,3FD57BA9
C21AABB3,41AD6D2B,416E71FE,400E1FBE,3FD55E5D
C21AB1D1,41AD5250,416E48C8,400E0BA0,3FD53CC5
C21AB333,41AD4C10,416E3F36,400E073A,3FD5350E
C21ABDCB,41AD1D94,416DF8E6,400DE4DA,3FD4FADA
C21AC000,41AD13B7,416DEAA4,400DDDA0,3FD4EE5A
C21ACCCD,41ACDB5E,416D954A,400DB3EE,3FD4A823
C21ACD75,41ACD8A2,416D9130,400DB1D4,3FD4A454
C21AD99A,41ACA305,416D40B8,400D8A60,3FD4616F
C21AE666,41AC6AC5,416CEBF4,400D60F8,3FD41B38
C21AF333,41AC32D0,416C96FE,400D37A9,3FD3D533
C21B0000,41ABFAA9,416C423A,400D0E0F,3FD38F2E
C21B0CCD,41ABC29B,416BEDA8,400CE4D9,3FD34929
C21B16CC,41AB970D,416BAC3A,400CC46D,3FD31260
C21B199A,41AB8AA6,416B997A,400CBB7E,3FD30388
C21B1DA3,41AB7912,416B7F80,400CAE8D,3FD2ED2B
C21B2666,41AB52B1,416B451A,400C922E,3FD2BD51
C21B2E99,41AB2EF3,416B0F64,400C77D0,3FD29097
C21B3333,41AB1AEE,416AF088,400C68F8,3FD277C9
C21B37FF,41AB0608,416AD116,400C597E,3FD25D39
C21B4000,41AAE312,416A9D54,400C3FDC,3FD231C4
C21B4CCD,41AAAB81,416A4890,400C16BE,3FD1EC3C
C21B56F5,41AA7F5D,416A0592,400BF608,3FD1B55A
C21B599A,41AA73D7,4169F52A,400BED88,3FD1A6CD
C21B6666,41AA3C14,4169A1C4,400BC478,3FD16190
C21B7333,41AA04E7,41694DC8,400B9B9A,3FD11C3A
C21B8000,41A9CD24,4168F9FE,400B7296,3FD0D6B2
C21B8CCD,41A995AC,4168A698,400B49AA,3FD091C0
C21B999A,41A95E66,41685332,400B20B3,3FD04C83
