field,step,k,j,i,value,bits
w,2,12,9,2, 1.950976253E-002,1017107184
ph,2,12,9,2,-6.711459351E+001,-1031390548
w,2,12,9,3, 2.069034576E-001,1045683840
ph,2,12,9,3,-8.719996643E+001,-1028757918
w,2,12,9,4, 7.748963833E-001,1061576604
ph,2,12,9,4,-9.351837921E+001,-1027929751
w,2,12,9,5, 1.424687862E+000,1068915756
ph,2,12,9,5,-8.507229614E+001,-1029036796
w,2,12,9,6, 1.564341068E+000,1070087252
ph,2,12,9,6,-6.319516754E+001,-1032009766
w,2,12,9,7, 1.149443030E+000,1066606835
ph,2,12,9,7,-3.134091759E+001,-1040532941
w,2,12,9,8, 5.948276520E-001,1058555552
ph,2,12,9,8, 5.461388588E+000,1085195186
w,2,12,9,9, 2.170773447E-001,1046366598
ph,2,12,9,9, 4.140145874E+001,1109760792
w,2,12,9,10, 5.296209082E-002,1029238471
ph,2,12,9,10, 7.080513000E+001,1116576826
w,2,12,9,11, 6.041110028E-003,1002828929
ph,2,12,9,11, 8.903025055E+001,1118965629
w,2,12,9,12,-1.464458648E-003,-1161825516
ph,2,12,9,12, 9.319944000E+001,1119512093
w,2,12,9,13,-9.433280793E-004,-1166587475
ph,2,12,9,13, 8.265447998E+001,1118129944
w,2,12,9,14,-2.324958041E-004,-1183593954
ph,2,12,9,14, 5.906022263E+001,1114389931
w,2,13,9,1,-4.375305027E-003,-1148232008
ph,2,13,9,1,-3.956868362E+001,-1038203307
w,2,13,9,2,-1.667545736E-002,-1131898120
ph,2,13,9,2,-7.289034271E+001,-1030633509
w,2,13,9,3, 4.178135097E-002,1026237164
ph,2,13,9,3,-9.470422363E+001,-1027774320
w,2,13,9,4, 2.917024195E-001,1049975301
ph,2,13,9,4,-1.015663834E+002,-1026874883
w,2,13,9,5, 6.018164754E-001,1058672805
ph,2,13,9,5,-9.239344788E+001,-1028077198
w,2,13,9,6, 6.816640496E-001,1060012425
ph,2,13,9,6,-6.863362122E+001,-1031191446
w,2,13,9,7, 5.047945976E-001,1057045048
ph,2,13,9,7,-3.403805542E+001,-1039653128
w,2,13,9,8, 2.617906034E-001,1048971627
ph,2,13,9,8, 5.931385040E+000,1086180840
w,2,13,9,9, 9.570118785E-002,1036254972
ph,2,13,9,9, 4.496438599E+001,1110694792
w,2,13,9,10, 2.352220938E-002,1019261350
ph,2,13,9,10, 7.689848328E+001,1117375494
w,2,13,9,11, 2.868834184E-003,993788685
ph,2,13,9,11, 9.669201660E+001,1119969872
w,2,13,9,12,-5.160255241E-004,-1173928477
ph,2,13,9,12, 1.012200012E+002,1120563364
w,2,13,9,13,-3.677765490E-004,-1178545630
ph,2,13,9,13, 8.976755524E+001,1119062269
w,2,13,9,14,-9.175278683E-005,-1195349145
ph,2,13,9,14, 6.414282990E+001,1115703585
w,2,14,9,1,-5.333888344E-003,-1146173466
ph,2,14,9,1,-4.266940689E+001,-1037390471
w,2,14,9,2,-2.021552622E-002,-1129997560
ph,2,14,9,2,-7.860225677E+001,-1029884837
w,2,14,9,3,-1.058466733E-002,-1137874096
ph,2,14,9,3,-1.021255341E+002,-1026801594
w,2,14,9,4, 8.637771755E-002,1035003597
ph,2,14,9,4,-1.095254364E+002,-1025831674
w,2,14,9,5, 2.199078649E-001,1046556551
ph,2,14,9,5,-9.963367462E+001,-1027128207
w,2,14,9,6, 2.610012293E-001,1048945140
ph,2,14,9,6,-7.401195526E+001,-1030486497
w,2,14,9,7, 1.954544783E-001,1044915512
ph,2,14,9,7,-3.670537949E+001,-1038953905
w,2,14,9,8, 1.016344652E-001,1037051323
ph,2,14,9,8, 6.396186352E+000,1087155599
w,2,14,9,9, 3.721307591E-002,1025010877
ph,2,14,9,9, 4.848793411E+001,1111618469
w,2,14,9,10, 9.206834249E-003,1008130115
ph,2,14,9,10, 8.292447662E+001,1118165333
w,2,14,9,11, 1.186602283E-003,983271364
ph,2,14,9,11, 1.042690964E+002,1120963015
w,2,14,9,12,-1.559120719E-004,-1188856748
ph,2,14,9,12, 1.091519089E+002,1121603015
w,2,14,9,13,-1.263857121E-004,-1190885784
ph,2,14,9,13, 9.680201721E+001,1119984290
w,2,14,9,14,-3.196449325E-005,-1207561827
ph,2,14,9,14, 6.916925049E+001,1116362408
w,2,15,9,1,-3.639076371E-003,-1150386798
ph,2,15,9,1,-4.573383331E+001,-1036587150
w,2,15,9,2,-1.377201639E-002,-1134451706
ph,2,15,9,2,-8.424730682E+001,-1029144929
w,2,15,9,3,-1.693437621E-002,-1131759114
ph,2,15,9,3,-1.094599762E+002,-1025840254
w,2,15,9,4, 1.639825851E-002,1015436708
ph,2,15,9,4,-1.173913269E+002,-1024800676
w,2,15,9,5, 6.887364388E-002,1032654240
ph,2,15,9,5,-1.067891617E+002,-1026190323
w,2,15,9,6, 8.805163950E-002,1035228267
ph,2,15,9,6,-7.932734680E+001,-1029789798
w,2,15,9,7, 6.703715026E-002,1032407750
ph,2,15,9,7,-3.934148407E+001,-1038262866
w,2,15,9,8, 3.498155996E-002,1024411859
ph,2,15,9,8, 6.855546951E+000,1088118948
w,2,15,9,9, 1.282814890E-002,1012018472
ph,2,15,9,9, 5.197023392E+001,1112531333
w,2,15,9,10, 3.192472970E-003,995178703
ph,2,15,9,10, 8.887994385E+001,1118945928
w,2,15,9,11, 4.308714997E-004,971105944
ph,2,15,9,11, 1.117574844E+002,1121944533
w,2,15,9,12,-4.003789581E-005,-1205342627
ph,2,15,9,12, 1.169909744E+002,1122630497
w,2,15,9,13,-3.847086919E-005,-1205773368
ph,2,15,9,13, 1.037541351E+002,1120895518
w,2,15,9,14,-9.880423022E-006,-1222261736
ph,2,15,9,14, 7.413684845E+001,1117013521
w,2,16,9,1,-1.932446496E-003,-1157805531
ph,2,16,9,1,-4.876018524E+001,-1035793810
w,2,16,9,2,-7.308296394E-003,-1141933457
ph,2,16,9,2,-8.982221222E+001,-1028414215
w,2,16,9,3,-1.120916568E-002,-1137203546
ph,2,16,9,3,-1.167032852E+002,-1024890859
w,2,16,9,4,-1.004239544E-003,-1165778768
ph,2,16,9,4,-1.251594772E+002,-1023782489
w,2,16,9,5, 1.804237068E-002,1016319384
ph,2,16,9,5,-1.138557358E+002,-1025264093
w,2,16,9,6, 2.621081658E-002,1020704785
ph,2,16,9,6,-8.457668304E+001,-1029101757
w,2,16,9,7, 2.046379633E-002,1017619377
ph,2,16,9,7,-4.194483185E+001,-1037580414
w,2,16,9,8, 1.073114108E-002,1009766827
ph,2,16,9,8, 7.309199810E+000,1089070327
w,2,16,9,9, 3.941490315E-003,998320030
ph,2,16,9,9, 5.540926743E+001,1113432855
w,2,16,9,10, 9.860773571E-004,981548868
ph,2,16,9,10, 9.476140594E+001,1119716823
w,2,16,9,11, 1.383718627E-004,957421546
ph,2,16,9,11, 1.191528244E+002,1122913855
w,2,16,9,12,-8.554304259E-006,-1223719819
ph,2,16,9,12, 1.247326279E+002,1123645211
w,2,16,9,13,-1.042633085E-005,-1221661504
ph,2,16,9,13, 1.106198730E+002,1121795424
w,2,16,9,14,-2.724473234E-006,-1237920232
ph,2,16,9,14, 7.904271698E+001,1117656543
w,2,17,9,1,-8.695615688E-004,-1167854774
ph,2,17,9,1,-5.174641800E+001,-1035010987
w,2,17,9,2,-3.287387546E-003,-1151897290
ph,2,17,9,2,-9.532321930E+001,-1027693187
w,2,17,9,3,-5.574452691E-003,-1145656858
ph,2,17,9,3,-1.238505783E+002,-1023954049
w,2,17,9,4,-2.777248155E-003,-1154088322
ph,2,17,9,4,-1.328246460E+002,-1023093988
w,2,17,9,5, 3.681735136E-003,997280068
ph,2,17,9,5,-1.208286285E+002,-1024350142
w,2,17,9,6, 6.876263302E-003,1004622407
ph,2,17,9,6,-8.975643158E+001,-1028422837
w,2,17,9,7, 5.586001091E-003,1001851590
ph,2,17,9,7,-4.451367188E+001,-1036907008
w,2,17,9,8, 2.950489987E-003,994139394
ph,2,17,9,8, 7.756839275E+000,1090009095
w,2,17,9,9, 1.085607102E-003,982403822
ph,2,17,9,9, 5.880271530E+001,1114322427
w,2,17,9,10, 2.728932013E-004,965677851
ph,2,17,9,10, 1.005649109E+002,1120477500
w,2,17,9,11, 3.958683010E-005,942017033
ph,2,17,9,11, 1.264501343E+002,1123870328
w,2,17,9,12,-1.436893740E-006,-1245652149
ph,2,17,9,12, 1.323716583E+002,1124359973
w,2,17,9,13,-2.529765879E-006,-1238776564
ph,2,17,9,13, 1.173945923E+002,1122683400
w,2,17,9,14,-6.740420986E-007,-1254821934
ph,2,17,9,14, 8.388354492E+001,1118291040
w,2,18,9,1,-3.445728798E-004,-1179342902
ph,2,18,9,1,-5.469026566E+001,-1034239275
w,2,18,9,2,-1.302434015E-003,-1163217297
ph,2,18,9,2,-1.007461472E+002,-1026982393
w,2,18,9,3,-2.332621720E-003,-1155997978
ph,2,18,9,3,-1.308964233E+002,-1023220356
w,2,18,9,4,-1.642433344E-003,-1160296725
ph,2,18,9,4,-1.403810272E+002,-1022598773
w,2,18,9,5, 4.248528276E-004,970899144
ph,2,18,9,5,-1.277025604E+002,-1023449162
w,2,18,9,6, 1.578820287E-003,986640491
ph,2,18,9,6,-9.486267090E+001,-1027753552
w,2,18,9,7, 1.369528589E-003,984842689
ph,2,18,9,7,-4.704604721E+001,-1036243161
w,2,18,9,8, 7.313853712E-004,977255025
ph,2,18,9,8, 8.198124886E+000,1090726789
w,2,18,9,9, 2.696838055E-004,965567577
ph,2,18,9,9, 6.214799118E+001,1115199371
w,2,18,9,10, 6.808719627E-005,948881929
ph,2,18,9,10, 1.062860336E+002,1121227379
w,2,18,9,11, 1.016276019E-005,925532345
ph,2,18,9,11, 1.336438751E+002,1124443349
w,2,18,9,12,-1.533784371E-007,-1272663976
ph,2,18,9,12, 1.399022675E+002,1124853499
w,2,18,9,13,-5.527341500E-007,-1256956006
ph,2,18,9,13, 1.240731583E+002,1123558773
w,2,18,9,14,-1.505414247E-007,-1272863613
ph,2,18,9,14, 8.865567017E+001,1118916532
w,2,19,9,1,-1.230473572E-004,-1191115194
ph,2,19,9,1,-5.758912659E+001,-1033479356
w,2,19,9,2,-4.650801420E-004,-1175202304
ph,2,19,9,2,-1.060862045E+002,-1026282461
w,2,19,9,3,-8.603314636E-004,-1168013346
ph,2,19,9,3,-1.378345947E+002,-1022765656
w,2,19,9,4,-7.061779033E-004,-1170661684
ph,2,19,9,4,-1.478219299E+002,-1022111126
w,2,19,9,5,-7.667165482E-005,-1197421880
ph,2,19,9,5,-1.344714355E+002,-1022986064
w,2,19,9,6, 3.107124649E-004,966977311
ph,2,19,9,6,-9.989086914E+001,-1027094496
w,2,19,9,7, 3.026764898E-004,966701197
ph,2,19,9,7,-4.953973007E+001,-1035589457
w,2,19,9,8, 1.644786098E-004,959215588
ph,2,19,9,8, 8.632667542E+000,1091182440
w,2,19,9,9, 6.082196705E-005,947854103
ph,2,19,9,9, 6.544215393E+001,1115873890
w,2,19,9,10, 1.541771599E-005,931222859
ph,2,19,9,10, 1.119197311E+002,1121965799
w,2,19,9,11, 2.358759275E-006,907954989
ph,2,19,9,11, 1.407276764E+002,1124907593
w,2,19,9,12, 6.377167683E-009,836443689
ph,2,19,9,12, 1.473178101E+002,1125339484
w,2,19,9,13,-1.094374369E-007,-1276443682
ph,2,19,9,13, 1.306496735E+002,1124247121
w,2,19,9,14,-3.055421871E-008,-1291633992
ph,2,19,9,14, 9.335487366E+001,1119532466
w,2,20,9,1,-4.025574890E-005,-1205282744
ph,2,20,9,1,-6.044002914E+001,-1032732009
w,2,20,9,2,-1.521621889E-004,-1189114438
ph,2,20,9,2,-1.113379135E+002,-1025594109
w,2,20,9,3,-2.871426404E-004,-1181316190
ph,2,20,9,3,-1.446579895E+002,-1022318478
w,2,20,9,4,-2.558057022E-004,-1182392919
ph,2,20,9,4,-1.551397400E+002,-1021631546
w,2,20,9,5,-7.238721446E-005,-1198010729
ph,2,20,9,5,-1.411283417E+002,-1022549797
w,2,20,9,6, 4.922524386E-005,944666420
ph,2,20,9,6,-1.048358841E+002,-1026446343
w,2,20,9,7, 6.041441156E-005,947742075
ph,2,20,9,7,-5.199215317E+001,-1034946569
w,2,20,9,8, 3.377715257E-005,940420081
ph,2,20,9,8, 9.060020447E+000,1091630552
w,2,20,9,9, 1.254213475E-005,928148495
ph,2,20,9,9, 6.868180847E+001,1116298518
w,2,20,9,10, 3.191450560E-006,911617204
ph,2,20,9,10, 1.174602280E+002,1122692003
w,2,20,9,11, 4.988569344E-007,889579824
ph,2,20,9,11, 1.476942902E+002,1125364157
w,2,20,9,12, 8.862537371E-009,840450522
ph,2,20,9,12, 1.546106567E+002,1125817428
w,2,20,9,13,-1.976853703E-008,-1297494151
ph,2,20,9,13, 1.371173706E+002,1124670988
w,2,20,9,14,-5.676216830E-009,-1312618360
ph,2,20,9,14, 9.797633362E+001,1120138210
w,2,21,9,1,-1.222627998E-005,-1219682439
ph,2,21,9,1,-6.323949814E+001,-1031998145
w,2,21,9,2,-4.622019333E-005,-1203643250
ph,2,21,9,2,-1.164948730E+002,-1024918176
w,2,21,9,3,-8.831523883E-005,-1195821598
ph,2,21,9,3,-1.513582764E+002,-1021879368
w,2,21,9,4,-8.248671656E-005,-1196622664
ph,2,21,9,4,-1.623255157E+002,-1021160619
w,2,21,9,5,-3.114643187E-005,-1207786694
ph,2,21,9,5,-1.476651459E+002,-1022121401
w,2,21,9,6, 4.792795153E-006,916509132
ph,2,21,9,6,-1.096916885E+002,-1025809883
w,2,21,9,7, 1.086865177E-005,926308481
ph,2,21,9,7,-5.440032959E+001,-1034315280
w,2,21,9,8, 6.377284080E-006,919993460
ph,2,21,9,8, 9.479663849E+000,1092070580
w,2,21,9,9, 2.383146693E-006,908062246
ph,2,21,9,9, 7.186302185E+001,1116715486
w,2,21,9,10, 6.086809208E-007,891511868
ph,2,21,9,10, 1.229007645E+002,1123405105
w,2,21,9,11, 9.694719694E-008,869282121
ph,2,21,9,11, 1.545352020E+002,1125812483
w,2,21,9,12, 2.966807244E-009,827056288
ph,2,21,9,12, 1.617719269E+002,1126286749
w,2,21,9,13,-3.282190519E-009,-1319007000
ph,2,21,9,13, 1.434683838E+002,1125087208
w,2,21,9,14,-9.728563510E-010,-1333414569
ph,2,21,9,14, 1.025144119E+002,1120733025
w,2,22,9,1,-3.487245749E-006,-1234565523
ph,2,22,9,1,-6.598345184E+001,-1031538809
w,2,22,9,2,-1.318583600E-005,-1218627396
ph,2,22,9,2,-1.215495758E+002,-1024255646
w,2,22,9,3,-2.539221532E-005,-1210777250
ph,2,22,9,3,-1.579256897E+002,-1021448966
w,2,22,9,4,-2.439560376E-005,-1211325143
ph,2,22,9,4,-1.693688049E+002,-1020699030
w,2,22,9,5,-1.054520089E-005,-1221530805
ph,2,22,9,5,-1.540723114E+002,-1021701501
w,2,22,9,6,-4.765802259E-007,-1258300240
ph,2,22,9,6,-1.144511948E+002,-1025186045
w,2,22,9,7, 1.742416771E-006,904518908
ph,2,22,9,7,-5.676075363E+001,-1033696509
w,2,22,9,8, 1.114592578E-006,898996508
ph,2,22,9,8, 9.890984535E+000,1092501881
w,2,22,9,9, 4.208158373E-007,887221373
ph,2,22,9,9, 7.498115540E+001,1117124186
w,2,22,9,10, 1.078950262E-007,870822891
ph,2,22,9,10, 1.282334137E+002,1124088769
w,2,22,9,11, 1.747110723E-008,848696159
ph,2,22,9,11, 1.612404633E+002,1126251919
w,2,22,9,12, 7.269121971E-010,810012646
ph,2,22,9,12, 1.687911835E+002,1126746763
w,2,22,9,13,-5.050002083E-010,-1341468613
ph,2,22,9,13, 1.496934662E+002,1125495175
w,2,22,9,14,-1.551825751E-010,-1356161021
ph,2,22,9,14, 1.069624939E+002,1121316044
w,2,23,9,1,-9.442063629E-007,-1250069154
ph,2,23,9,1,-6.866699219E+001,-1031187072
w,2,23,9,2,-3.571128673E-006,-1234196602
ph,2,23,9,2,-1.264929810E+002,-1023607704
w,2,23,9,3,-6.910319371E-006,-1226318031
ph,2,23,9,3,-1.643485107E+002,-1021028040
w,2,23,9,4,-6.753100024E-006,-1226663760
ph,2,23,9,4,-1.762570190E+002,-1020247604
w,2,23,9,5,-3.138639386E-006,-1236098710
ph,2,23,9,5,-1.603384094E+002,-1021290846
w,2,23,9,6,-4.439641543E-007,-1259447816
ph,2,23,9,6,-1.191059113E+002,-1024575942
w,2,23,9,7, 2.398918468E-007,880855676
ph,2,23,9,7,-5.906920624E+001,-1033091362
w,2,23,9,8, 1.815051149E-007,876798911
ph,2,23,9,8, 1.029325008E+001,1092923687
w,2,23,9,9, 6.970994093E-008,865448818
ph,2,23,9,9, 7.803062439E+001,1117523886
w,2,23,9,10, 1.794967197E-008,848965567
ph,2,23,9,10, 1.334486542E+002,1124430555
w,2,23,9,11, 2.949295252E-009,826977421
ph,2,23,9,11, 1.677980957E+002,1126681680
w,2,23,9,12, 1.506603314E-010,790996765
ph,2,23,9,12, 1.756559143E+002,1127196650
w,2,23,9,13,-7.266704599E-011,-1365259287
ph,2,23,9,13, 1.557814789E+002,1125894159
w,2,23,9,14,-2.326601932E-011,-1379096981
ph,2,23,9,14, 1.113126526E+002,1121886228
w,2,24,9,1,-2.452910621E-007,-1266438004
ph,2,24,9,1,-7.128411865E+001,-1030844040
w,2,24,9,2,-9.280126960E-007,-1250354036
ph,2,24,9,2,-1.313140564E+002,-1023192986
w,2,24,9,3,-1.801039389E-006,-1242449090
ph,2,24,9,3,-1.706123810E+002,-1020617531
w,2,24,9,4,-1.778120691E-006,-1242650685
ph,2,24,9,4,-1.829747620E+002,-1019807350
w,2,24,9,5,-8.611650060E-007,-1251530033
ph,2,24,9,5,-1.664494476E+002,-1020890353
w,2,24,9,6,-1.663374292E-007,-1271752068
ph,2,24,9,6,-1.236454391E+002,-1023980937
w,2,24,9,7, 2.477393579E-008,852807286
ph,2,24,9,7,-6.132053375E+001,-1032501190
w,2,24,9,8, 2.768380725E-008,854445398
ph,2,24,9,8, 1.068556023E+001,1093335054
w,2,24,9,9, 1.094894575E-008,842799609
ph,2,24,9,9, 8.100463867E+001,1117913696
w,2,24,9,10, 2.833837387E-009,826457445
ph,2,24,9,10, 1.385348206E+002,1124763882
w,2,24,9,11, 4.717195523E-010,805415504
ph,2,24,9,11, 1.741934509E+002,1127100806
w,2,24,9,12, 2.796140749E-011,771093374
ph,2,24,9,12, 1.823507385E+002,1127635402
w,2,24,9,13,-9.882521884E-012,-1389503764
ph,2,24,9,13, 1.617188416E+002,1126283270
w,2,24,9,14,-3.315789700E-012,-1402383371
ph,2,24,9,14, 1.155551453E+002,1122442300
w,2,25,9,1,-6.183040568E-008,-1283143776
ph,2,25,9,1,-7.382730865E+001,-1030510699
w,2,25,9,2,-2.340053413E-007,-1266990362
ph,2,25,9,2,-1.359989166E+002,-1022885959
w,2,25,9,3,-4.549361279E-007,-1259061774
ph,2,25,9,3,-1.766992798E+002,-1020218620
w,2,25,9,4,-4.518503260E-007,-1259170346
ph,2,25,9,4,-1.895027008E+002,-1019379535
w,2,25,9,5,-2.241460351E-007,-1267684149
ph,2,25,9,5,-1.723878174E+002,-1020501176
w,2,25,9,6,-4.983739288E-008,-1286206261
ph,2,25,9,6,-1.280567017E+002,-1023406460
w,2,25,9,7, 4.247944219E-010,803833984
ph,2,25,9,7,-6.350825119E+001,-1031927693
w,2,25,9,8, 3.962139949E-009,831005530
ph,2,25,9,8, 1.106678677E+001,1093734799
w,2,25,9,9, 1.650409365E-009,820171934
ph,2,25,9,9, 8.389461517E+001,1118292491
w,2,25,9,10, 4.301130008E-010,804025606
ph,2,25,9,10, 1.434772949E+002,1125087792
w,2,25,9,11, 7.243611266E-011,782191080
ph,2,25,9,11, 1.804080963E+002,1127508089
w,2,25,9,12, 4.807790450E-012,749283514
ph,2,25,9,12, 1.888564301E+002,1128061759
w,2,25,9,13,-1.285926877E-012,-1414202778
ph,2,25,9,13, 1.674884338E+002,1126661386
w,2,25,9,14,-4.551755565E-013,-1426055461
ph,2,25,9,14, 1.196777802E+002,1122982662
w,2,26,9,1,-1.531375027E-008,-1300001973
ph,2,26,9,1,-7.628677368E+001,-1030188332
w,2,26,9,2,-5.797883773E-008,-1283914648
ph,2,26,9,2,-1.405295563E+002,-1022589039
w,2,26,9,3,-1.128290066E-007,-1275966361
ph,2,26,9,3,-1.825858002E+002,-1019832841
w,2,26,9,4,-1.124469193E-007,-1276020135
ph,2,26,9,4,-1.958157501E+002,-1018965803
w,2,26,9,5,-5.657152613E-008,-1284310771
ph,2,26,9,5,-1.781307220E+002,-1020124809
w,2,26,9,6,-1.353280776E-008,-1301774869
ph,2,26,9,6,-1.323227539E+002,-1023126880
w,2,26,9,7,-7.693728987E-010,-1336706098
ph,2,26,9,7,-6.562394714E+001,-1031585930
w,2,26,9,8, 5.284302995E-010,806437114
ph,2,26,9,8, 1.143546295E+001,1094121384
w,2,26,9,9, 2.421601808E-010,797253892
ph,2,26,9,9, 8.668946838E+001,1118658818
w,2,26,9,10, 6.374138023E-011,780938037
ph,2,26,9,10, 1.482570648E+002,1125401039
w,2,26,9,11, 1.084916705E-011,759094350
ph,2,26,9,11, 1.864181824E+002,1127901966
w,2,26,9,12, 7.868958306E-013,727547346
ph,2,26,9,12, 1.951479492E+002,1128474080
w,2,26,9,13,-1.625045313E-013,-1439238466
ph,2,26,9,13, 1.730681152E+002,1127027056
w,2,26,9,14,-6.115496564E-014,-1450592912
ph,2,26,9,14, 1.236647034E+002,1123505236
w,2,27,9,1,-3.783082292E-009,-1316881320
ph,2,27,9,1,-7.864922333E+001,-1029878681
w,2,27,9,2,-1.432889629E-008,-1300878553
ph,2,27,9,2,-1.448814697E+002,-1022303832
w,2,27,9,3,-2.789880682E-008,-1292917216
ph,2,27,9,3,-1.882401276E+002,-1019462279
w,2,27,9,4,-2.785527720E-008,-1292941721
ph,2,27,9,4,-2.018797913E+002,-1018568390
w,2,27,9,5,-1.413018325E-008,-1301102284
ph,2,27,9,5,-1.836470795E+002,-1019763289
w,2,27,9,6,-3.519480263E-009,-1317938342
ph,2,27,9,6,-1.364205322E+002,-1022858328
w,2,27,9,7,-3.195538001E-010,-1347441357
ph,2,27,9,7,-6.765619659E+001,-1031319559
w,2,27,9,8, 6.356484783E-011,780912596
ph,2,27,9,8, 1.178959656E+001,1094492720
w,2,27,9,9, 3.518463298E-011,773504608
ph,2,27,9,9, 8.937406921E+001,1119010694
w,2,27,9,10, 9.404471993E-012,757428730
ph,2,27,9,10, 1.528482971E+002,1125701930
w,2,27,9,11, 1.616497734E-012,736329848
ph,2,27,9,11, 1.921911774E+002,1128280305
w,2,27,9,12, 1.258738529E-013,705542315
ph,2,27,9,12, 2.011912994E+002,1128870137
w,2,27,9,13,-2.032573972E-014,-1464396809
ph,2,27,9,13, 1.784276886E+002,1127378301
w,2,27,9,14,-8.204903228E-015,-1475096976
ph,2,27,9,14, 1.274943542E+002,1124007196
w,2,28,9,1,-9.504945719E-010,-1333615986
ph,2,28,9,1,-8.089538574E+001,-1029584272
w,2,28,9,2,-3.601631215E-009,-1317568367
ph,2,28,9,2,-1.490191650E+002,-1022032664
w,2,28,9,3,-7.014095083E-009,-1309605726
ph,2,28,9,3,-1.936161041E+002,-1019109959
w,2,28,9,4,-7.009258507E-009,-1309616617
ph,2,28,9,4,-2.076453094E+002,-1018190541
w,2,28,9,5,-3.572856677E-009,-1317697956
ph,2,28,9,5,-1.888918762E+002,-1019419566
w,2,28,9,6,-9.106104204E-010,-1334161789
ph,2,28,9,6,-1.403165894E+002,-1022602996
w,2,28,9,7,-9.958087827E-011,-1361380595
ph,2,28,9,7,-6.958840179E+001,-1031066301
w,2,28,9,8, 6.007949346E-012,752050892
ph,2,28,9,8, 1.212629795E+001,1094845777
w,2,28,9,9, 5.175593461E-012,750131610
ph,2,28,9,9, 9.192651367E+001,1119345248
w,2,28,9,10, 1.417628927E-012,734495607
ph,2,28,9,10, 1.572135162E+002,1125988009
w,2,28,9,11, 2.459656827E-013,713717604
ph,2,28,9,11, 1.976800079E+002,1128640021
w,2,28,9,12, 2.028679145E-014,683063848
ph,2,28,9,12, 2.069371490E+002,1129246697
w,2,28,9,13,-2.582255114E-015,-1489366477
ph,2,28,9,13, 1.835234375E+002,1127712256
w,2,28,9,14,-1.129262208E-015,-1499283860
ph,2,28,9,14, 1.311354828E+002,1124278959
w,2,29,9,1,-2.498255214E-010,-1349953583
ph,2,29,9,1,-8.299424744E+001,-1029309170
w,2,29,9,2,-9.470489948E-010,-1333647021
ph,2,29,9,2,-1.528855438E+002,-1021779277
w,2,29,9,3,-1.844483788E-009,-1325563647
ph,2,29,9,3,-1.986395569E+002,-1018780742
w,2,29,9,4,-1.843778352E-009,-1325570001
ph,2,29,9,4,-2.130327606E+002,-1017837469
w,2,29,9,5,-9.424883096E-010,-1333688100
ph,2,29,9,5,-1.937927704E+002,-1019098381
w,2,29,9,6,-2.434314972E-010,-1350183952
ph,2,29,9,6,-1.439571686E+002,-1022364407
w,2,29,9,7,-2.915241659E-011,-1375717708
ph,2,29,9,7,-7.139389801E+001,-1030829651
w,2,29,9,8, 4.494495054E-014,692742656
ph,2,29,9,8, 1.244091988E+001,1095175682
w,2,29,9,9, 7.961378410E-013,727717831
ph,2,29,9,9, 9.431159210E+001,1119657865
w,2,29,9,10, 2.267903476E-013,712988638
ph,2,29,9,10, 1.612924957E+002,1126255329
w,2,29,9,11, 3.971789328E-014,691199901
ph,2,29,9,11, 2.028088989E+002,1128976148
w,2,29,9,12, 3.432408742E-015,662131908
ph,2,29,9,12, 2.123062286E+002,1129598565
w,2,29,9,13,-3.465682155E-016,-1513633679
ph,2,29,9,13, 1.882850342E+002,1128024312
w,2,29,9,14,-1.659074169E-016,-1522579654
ph,2,29,9,14, 1.345378571E+002,1124501937
w,2,30,9,1,-7.218500103E-011,-1365328757
ph,2,30,9,1,-8.488552856E+001,-1029061276
w,2,30,9,2,-2.737529092E-010,-1349091508
ph,2,30,9,2,-1.563695068E+002,-1021550952
w,2,30,9,3,-5.331477482E-010,-1340961552
ph,2,30,9,3,-2.031661682E+002,-1018484086
w,2,30,9,4,-5.329356401E-010,-1340965373
ph,2,30,9,4,-2.178873596E+002,-1017519318
w,2,30,9,5,-2.728665904E-010,-1349123441
ph,2,30,9,5,-1.982089233E+002,-1018808964
w,2,30,9,6,-7.102564370E-011,-1365495838
ph,2,30,9,6,-1.472376709E+002,-1022149416
w,2,30,9,7,-8.921376658E-012,-1390611889
ph,2,30,9,7,-7.302082825E+001,-1030616406
w,2,30,9,8,-2.425954674E-013,-1433890383
ph,2,30,9,8, 1.272442436E+001,1095472958
w,2,30,9,9, 1.360629003E-013,706294134
ph,2,30,9,9, 9.646076965E+001,1119939562
w,2,30,9,10, 4.120126142E-014,691637714
ph,2,30,9,10, 1.649680328E+002,1126496209
w,2,30,9,11, 7.284664611E-015,671300246
ph,2,30,9,11, 2.074305267E+002,1129279031
w,2,30,9,12, 6.534461612E-016,641488849
ph,2,30,9,12, 2.171442719E+002,1129915631
w,2,30,9,13,-5.284329854E-017,-1535921573
ph,2,30,9,13, 1.925756836E+002,1128305504
w,2,30,9,14,-2.792456531E-017,-1543452798
ph,2,30,9,14, 1.376037140E+002,1124702861
w,2,31,9,1,-2.706138785E-011,-1376909100
ph,2,31,9,1,-8.634327698E+001,-1028870206
w,2,31,9,2,-1.026619137E-010,-1360936571
ph,2,31,9,2,-1.590548553E+002,-1021374965
w,2,31,9,3,-1.999258814E-010,-1352936926
ph,2,31,9,3,-2.066551666E+002,-1018255431
w,2,31,9,4,-1.998181898E-010,-1352944686
ph,2,31,9,4,-2.216291656E+002,-1017274095
w,2,31,9,5,-1.023948148E-010,-1360975064
ph,2,31,9,5,-2.016127930E+002,-1018585888
