case,idx,arm,k,zo,po,t2d,q2d,tn,qo,tshall,qshall,dhdt,us,vs,rhoi,omeg_in,zu,zd,cnvwt,cupclw,outt,outq,outqc,outu,outv,zus,cnvwts,cupclws,outts,outqs,outqcs,q2d_after,qo_after,omeg_after
16,5,0,7, 8.5400000000000000E+002, 9.1852886962890625E+002, 2.8971527099609375E+002, 1.1125046759843826E-002, 2.8971551513671875E+002, 1.1125596240162849E-002, 2.8971527099609375E+002, 1.1125046759843826E-002, 0.0000000000000000E+000, 6.2659997940063477E+000, 6.6240000724792480E-001, 1.0972416400909424E+000, 4.7165486961603165E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.1125046759843826E-002, 1.1125596240162849E-002, 4.7165486961603165E-002
16,5,0,8, 1.0510000000000000E+003, 8.9787957763671875E+002, 2.9064096069335938E+002, 1.1709324084222317E-002, 2.9064117431640625E+002, 1.1709861457347870E-002, 2.9064096069335938E+002, 1.1709324084222317E-002, 0.0000000000000000E+000, 6.5615000724792480E+000, 5.8360004425048828E-001, 1.0687801837921143E+000, 5.6424651294946671E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.1709324084222317E-002, 1.1709861457347870E-002, 5.6424651294946671E-002
16,5,0,9, 1.2660000000000000E+003, 8.7603625488281250E+002, 2.9405828857421875E+002, 1.4412028715014458E-002, 2.9405847167968750E+002, 1.4412553049623966E-002, 2.9405828857421875E+002, 1.4412028715014458E-002, 0.0000000000000000E+000, 6.8839998245239258E+000, 4.9760001897811890E-001, 1.0289764404296875E+000, 6.5171815454959869E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.4412028715014458E-002, 1.4412553049623966E-002, 6.5171815454959869E-002
16,5,0,10, 1.4990000000000000E+003, 8.5306231689453125E+002, 2.9329074096679688E+002, 1.3544238172471523E-002, 2.9329092407226562E+002, 1.3544748537242413E-002, 2.9329074096679688E+002, 1.3544238172471523E-002, 0.0000000000000000E+000, 7.2335000038146973E+000, 4.0439999103546143E-001, 1.0051412582397461E+000, 7.4917912483215332E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.3544238172471523E-002, 1.3544748537242413E-002, 7.4917912483215332E-002
16,5,0,11, 1.7500000000000000E+003, 8.2889062500000000E+002, 2.9168914794921875E+002, 1.2027855962514877E-002, 2.9168930053710938E+002, 1.2028351426124573E-002, 2.9168914794921875E+002, 1.2027855962514877E-002, 0.0000000000000000E+000, 7.6100001335144043E+000, 3.0400002002716064E-001, 9.8292475938796997E-001, 8.4813229739665985E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.2027855962514877E-002, 1.2028351426124573E-002, 8.4813229739665985E-002
16,5,0,12, 2.0190000000000000E+003, 8.0360278320312500E+002, 2.8994146728515625E+002, 1.0532175190746784E-002, 2.8994161987304688E+002, 1.0532654821872711E-002, 2.8994146728515625E+002, 1.0532175190746784E-002, 0.0000000000000000E+000, 8.0135002136230469E+000, 1.9640004634857178E-001, 9.5955073833465576E-001, 9.4483546912670135E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0532175190746784E-002, 1.0532654821872711E-002, 9.4483546912670135E-002
16,5,0,13, 2.3060000000000000E+003, 7.7731256103515625E+002, 2.8807598876953125E+002, 9.1003477573394775E-003, 2.8807611083984375E+002, 9.1008096933364868E-003, 2.8807598876953125E+002, 9.1003477573394775E-003, 0.0000000000000000E+000, 8.4440002441406250E+000, 8.1600010395050049E-002, 9.3498045206069946E-001, 1.0370955616235733E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.1003477573394775E-003, 9.1008096933364868E-003, 1.0370955616235733E-001
16,5,0,14, 2.6110000000000000E+003, 7.5013793945312500E+002, 2.8609350585937500E+002, 7.7491020783782005E-003, 2.8609359741210938E+002, 7.7495458535850048E-003, 2.8609350585937500E+002, 7.7491020783782005E-003, 0.0000000000000000E+000, 8.9014997482299805E+000,-4.0400028228759766E-002, 9.0929156541824341E-001, 1.1227058619260788E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.7491020783782005E-003, 7.7495458535850048E-003, 1.1227058619260788E-001
16,5,0,15, 2.9340000000000000E+003, 7.2220013427734375E+002, 2.8399398803710938E+002, 6.4918841235339642E-003, 2.8399404907226562E+002, 6.4923088066279888E-003, 2.8399398803710938E+002, 6.4918841235339642E-003, 0.0000000000000000E+000, 9.3859996795654297E+000,-1.6960000991821289E-001, 8.8257193565368652E-001, 1.1994177103042603E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.4918841235339642E-003, 6.4923088066279888E-003, 1.1994177103042603E-001
16,5,0,16, 3.2750000000000000E+003, 6.9362188720703125E+002, 2.8177749633789062E+002, 5.3393146954476833E-003, 2.8177755737304688E+002, 5.3397188894450665E-003, 2.8177749633789062E+002, 5.3393146954476833E-003, 0.0000000000000000E+000, 9.8975000381469727E+000,-3.0599999427795410E-001, 8.5491389036178589E-001, 1.2649931013584137E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.3393146954476833E-003, 5.3397188894450665E-003, 1.2649931013584137E-001
16,5,0,17, 3.6340000000000000E+003, 6.6452746582031250E+002, 2.7944400024414062E+002, 4.2989621870219707E-003, 2.7944403076171875E+002, 4.2993449606001377E-003, 2.7944400024414062E+002, 4.2989621870219707E-003, 0.0000000000000000E+000, 1.0435999870300293E+001,-4.4959998130798340E-001, 8.2641631364822388E-001, 1.3172757625579834E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.2989621870219707E-003, 4.2993449606001377E-003, 1.3172757625579834E-001
16,5,0,18, 4.0110000000000000E+003, 6.3504174804687500E+002, 2.7699349975585938E+002, 3.3753765746951103E-003, 2.7699349975585938E+002, 3.3757365308701992E-003, 2.7699349975585938E+002, 3.3753765746951103E-003, 0.0000000000000000E+000, 1.1001500129699707E+001,-6.0039997100830078E-001, 7.9718214273452759E-001, 1.3542675971984863E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.3753765746951103E-003, 3.3757365308701992E-003, 1.3542675971984863E-001
16,5,0,19, 4.4060000000000000E+003, 6.0528912353515625E+002, 2.7442599487304688E+002, 2.5701187551021576E-003, 2.7442596435546875E+002, 2.5704549625515938E-003, 2.7442599487304688E+002, 2.5701187551021576E-003, 0.0000000000000000E+000, 1.1593999862670898E+001,-7.5839996337890625E-001, 7.6731806993484497E-001, 1.3742111623287201E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5701187551021576E-003, 2.5704549625515938E-003, 1.3742111623287201E-001
16,5,0,20, 4.8190000000000000E+003, 5.7539300537109375E+002, 2.7174148559570312E+002, 1.8818911630660295E-003, 2.7174142456054688E+002, 1.8822025740519166E-003, 2.7174148559570312E+002, 1.8818911630660295E-003, 0.0000000000000000E+000, 1.2213500022888184E+001,-9.2359995841979980E-001, 7.3693382740020752E-001, 1.3756774365901947E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.8818911630660295E-003, 1.8822025740519166E-003, 1.3756774365901947E-001
16,5,0,21, 5.2500000000000000E+003, 5.4547521972656250E+002, 2.6894000244140625E+002, 1.3067639665678144E-003, 2.6893991088867188E+002, 1.3070495333522558E-003, 2.6894000244140625E+002, 1.3067639665678144E-003, 0.0000000000000000E+000, 1.2860000610351562E+001,-1.0959999561309814E+000, 7.0614135265350342E-001, 1.3576522469520569E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.3067639665678144E-003, 1.3070495333522558E-003, 1.3576522469520569E-001
16,5,0,22, 5.6990000000000000E+003, 5.1565478515625000E+002, 2.6602148437500000E+002, 8.3845102926716208E-004, 2.6602139282226562E+002, 8.3870970411226153E-004, 2.6602148437500000E+002, 8.3845102926716208E-004, 0.0000000000000000E+000, 1.3533499717712402E+001,-1.2755999565124512E+000, 6.7505383491516113E-001, 1.3196171820163727E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3845102926716208E-004, 8.3870970411226153E-004, 1.3196171820163727E-001
16,5,0,23, 6.1660000000000000E+003, 4.8604772949218750E+002, 2.6298599243164062E+002, 5.4635317064821720E-004, 2.6298587036132812E+002, 5.4658378940075636E-004, 2.6298599243164062E+002, 5.4635317064821720E-004, 0.0000000000000000E+000, 1.4234000205993652E+001,-1.4623999595642090E+000, 6.4375364780426025E-001, 1.2615604698657990E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.4635317064821720E-004, 5.4658378940075636E-004, 1.2615604698657990E-001
16,5,0,24, 6.6510000000000000E+003, 4.5676608276367188E+002, 2.5983349609375000E+002, 4.5116973342373967E-004, 2.5983334350585938E+002, 4.5137127744965255E-004, 2.5983349609375000E+002, 4.5116973342373967E-004, 0.0000000000000000E+000, 1.4961500167846680E+001,-1.6563999652862549E+000, 6.1234664916992188E-001, 1.1841423809528351E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5116973342373967E-004, 4.5137127744965255E-004, 1.1841423809528351E-001
16,5,0,25, 7.1540000000000000E+003, 4.2791726684570312E+002, 2.5656399536132812E+002, 3.6755186738446355E-004, 2.5656381225585938E+002, 3.6772323073819280E-004, 2.5656399536132812E+002, 3.6755186738446355E-004, 0.0000000000000000E+000, 1.5716000556945801E+001,-1.8575999736785889E+000, 5.8101165294647217E-001, 1.0888276994228363E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.6755186738446355E-004, 3.6772323073819280E-004, 1.0888276994228363E-001
16,5,0,26, 7.6750000000000000E+003, 3.9960354614257812E+002, 2.5317749023437500E+002, 2.9508810257539153E-004, 2.5317727661132812E+002, 2.9522820841521025E-004, 2.5317749023437500E+002, 2.9508810257539153E-004, 0.0000000000000000E+000, 1.6497501373291016E+001,-2.0659999847412109E+000, 5.4984998703002930E-001, 9.7759477794170380E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9508810257539153E-004, 2.9522820841521025E-004, 9.7759477794170380E-002
16,5,0,27, 8.2140000000000000E+003, 3.7192129516601562E+002, 2.4967399597167969E+002, 2.3320062609855086E-004, 2.4967375183105469E+002, 2.3330838303081691E-004, 2.4967399597167969E+002, 2.3320062609855086E-004, 0.0000000000000000E+000, 1.7305999755859375E+001,-2.2815999984741211E+000, 5.1896023750305176E-001, 8.5306175053119659E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.3320062609855086E-004, 2.3330838303081691E-004, 8.5306175053119659E-002
16,5,0,28, 8.7710000000000000E+003, 3.4496051025390625E+002, 2.4605349731445312E+002, 1.8116853607352823E-004, 2.4605323791503906E+002, 1.8124288180842996E-004, 2.4605349731445312E+002, 1.8116853607352823E-004, 0.0000000000000000E+000, 1.8141500473022461E+001,-2.5044000148773193E+000, 4.8843857645988464E-001, 7.1843229234218597E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.8116853607352823E-004, 1.8124288180842996E-004, 7.1843229234218597E-002
16,5,0,29, 9.3460000000000000E+003, 3.1880438232421875E+002, 2.4231599426269531E+002, 1.3815742568112910E-004, 2.4231570434570312E+002, 1.3819726882502437E-004, 2.4231599426269531E+002, 1.3815742568112910E-004, 0.0000000000000000E+000, 1.9003999710083008E+001,-2.7343997955322266E+000, 4.5837795734405518E-001, 5.7740468531847000E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.3815742568112910E-004, 1.3819726882502437E-004, 5.7740468531847000E-002
16,5,0,30, 9.9390000000000000E+003, 2.9352868652343750E+002, 2.3846150207519531E+002, 1.0325040057068691E-004, 2.3846118164062500E+002, 1.0325465700589120E-004, 2.3846150207519531E+002, 1.0325040057068691E-004, 0.0000000000000000E+000, 1.9893501281738281E+001,-2.9715998172760010E+000, 4.2886742949485779E-001, 4.3404214084148407E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0325040057068691E-004, 1.0325465700589120E-004, 4.3404214084148407E-002
16,5,0,31, 1.0550000000000000E+004, 2.6920156860351562E+002, 2.3448999023437500E+002, 7.5480165833141655E-005, 2.3448965454101562E+002, 7.5447765993885696E-005, 2.3448999023437500E+002, 7.5480165833141655E-005, 0.0000000000000000E+000, 2.0810001373291016E+001,-3.2160000801086426E+000, 3.9999213814735413E-001, 2.9261508956551552E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.5480165833141655E-005, 7.5447765993885696E-005, 2.9261508956551552E-002
16,5,0,32, 1.1179000000000000E+004, 2.4588305664062500E+002, 2.3040148925781250E+002, 5.3863728680880740E-005, 2.3040112304687500E+002, 5.3793588449480012E-005, 2.3040148925781250E+002, 5.3863728680880740E-005, 0.0000000000000000E+000, 2.1753499984741211E+001,-3.4675998687744141E+000, 3.7183237075805664E-001, 1.5741134062409401E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.3863728680880740E-005, 5.3793588449480012E-005, 1.5741134062409401E-002
16,5,0,33, 1.1826000000000000E+004, 2.2362483215332031E+002, 2.2619599914550781E+002, 3.7433754187077284E-005, 2.2619561767578125E+002, 3.7324793083826080E-005, 2.2619599914550781E+002, 3.7433754187077284E-005, 0.0000000000000000E+000, 2.2724000930786133E+001,-3.7263998985290527E+000, 3.4446358680725098E-001, 3.2532035838812590E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.7433754187077284E-005, 3.7324793083826080E-005, 3.2532035838812590E-003
16,5,0,34, 1.2491000000000000E+004, 2.0247003173828125E+002, 2.2187350463867188E+002, 2.5268411263823509E-005, 2.2187310791015625E+002, 2.5119550628005527E-005, 2.2187350463867188E+002, 2.5268411263823509E-005, 0.0000000000000000E+000, 2.3721500396728516E+001,-3.9923996925354004E+000, 3.1795579195022583E-001,-5.4518261016767156E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5268411263823509E-005, 2.5119550628005527E-005,-5.4518261016767156E-009
16,5,0,35, 1.3174000000000000E+004, 1.8245315551757812E+002, 2.1743399047851562E+002, 1.6516769392183051E-005, 2.1743356323242188E+002, 1.6326928744092584E-005, 2.1743399047851562E+002, 1.6516769392183051E-005, 0.0000000000000000E+000, 2.4746000289916992E+001,-4.2655997276306152E+000, 2.9237326979637146E-001,-5.0131756523796867E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6516769392183051E-005, 1.6326928744092584E-005,-5.0131756523796867E-009
16,5,0,36, 1.3875000000000000E+004, 1.6359988403320312E+002, 2.1287750244140625E+002, 1.0418560123071074E-005, 2.1287705993652344E+002, 1.0186659892497119E-005, 2.1287750244140625E+002, 1.0418560123071074E-005, 0.0000000000000000E+000, 2.5797500610351562E+001,-4.5460000038146973E+000, 2.6777410507202148E-001,-4.5913863822022449E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0418560123071074E-005, 1.0186659892497119E-005,-4.5913863822022449E-009
16,5,0,37, 1.4594000000000000E+004, 1.4592718505859375E+002, 2.0820399475097656E+002, 6.3168704400595743E-006, 2.0820353698730469E+002, 6.0418306020437740E-006, 2.0820399475097656E+002, 6.3168704400595743E-006, 0.0000000000000000E+000, 2.6875999450683594E+001,-4.8336000442504883E+000, 2.4421009421348572E-001,-4.1873460254748807E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.3168704400595743E-006, 6.0418306020437740E-006,-4.1873460254748807E-009
16,5,0,38, 1.5331000000000000E+004, 1.2951921081542969E+002, 2.0550000000000000E+002, 4.9133332140627317E-006, 2.0549952697753906E+002, 4.5940732888993807E-006, 2.0550000000000000E+002, 4.9133332140627317E-006, 0.0000000000000000E+000, 2.7981500625610352E+001,-5.1283998489379883E+000, 2.1960346400737762E-001,-3.7654288576050021E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.9133332140627317E-006, 4.5940732888993807E-006,-3.7654288576050021E-009
16,5,0,39, 1.6086000000000000E+004, 1.1452593231201172E+002, 2.0550000000000000E+002, 5.5566056289535481E-006, 2.0549951171875000E+002, 5.1920455916842911E-006, 2.0550000000000000E+002, 5.5566056289535481E-006, 0.0000000000000000E+000, 2.9114000320434570E+001,-5.4303998947143555E+000, 1.9418187439441681E-001,-3.3295377566133766E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.5566056289535481E-006, 5.1920455916842911E-006,-3.3295377566133766E-009
